债券简称,成交净价,最新收益率,涨跌,加权收益率,交易量
26远东租赁MTN002,99.94,2.43,3.0,2.406,0.5
26安徽路港MTN001(科创债),99.91,2.63,4.0,2.63,0.5
24上海电气MTN003,100.76,1.76,,1.76,0.5
25农业银行CD162,98.38,1.5149,-0.02,1.5149,0.5
22新疆债18,107.45,1.7725,,1.7725,0.5
22工行二级资本债05A,103.47,3.1228,-0.08,3.1222,0.5
23湖北债123,110.11,2.0225,2.21,2.0225,0.5
25杭州银行绿债01A,100.16,1.72,-0.38,1.72,0.5
25秦农农商银行二级资本债01,99.83,2.5192,0.36,2.5192,0.5
25广州地铁SCP014,100.0,1.5999,1.0,1.5999,0.5
23四川16,108.16,1.77,-1.25,1.77,0.5
25南昌轨交SCP005,100.01,1.6401,-1.29,1.6401,0.5
26贵阳农商行CD019,99.6,1.6001,,1.6001,0.5
25首钢MTN002A,100.45,,,,0.5
26中交一公SCP003(科创债),99.98,1.6199,-0.01,1.6199,0.5
24东南国资MTN002,100.78,1.7,-4.57,1.7,0.5
24盐城资产MTN002,100.86,1.78,-6.0,1.78,0.5
21顺德农商二级,101.57,3.6364,2.06,3.6364,0.5
25沪港务MTN002,99.88,1.93,1.0,1.9292,0.5
24首旅MTN006,101.07,1.5431,-13.69,1.5431,0.5
24永赢金租债01,100.99,1.4918,-1.15,1.4918,0.5
25苏交通MTN004,99.71,1.92,,1.92,0.5
23四川债21,107.83,1.775,-1.25,1.775,0.5
21浙能源MTN002,100.2,1.5905,-1.91,1.5905,0.5
20山东债75,108.72,1.585,,1.585,0.5
25汉口银行CD147,98.36,1.585,,1.585,0.5
25天津银行CD218,99.21,1.5449,-3.42,1.5449,0.5
22云南债18,104.57,1.4825,1.0,1.4825,0.5
21黑龙江债44,116.2,2.2925,,2.2925,0.5
22宁波债28,119.66,2.38,-0.5,2.38,0.5
25中泰证券CP005,100.0,1.5814,2.7,1.5814,0.5
26常城建MTN001,100.3,2.71,,2.71,0.5
25胶州城投MTN003,100.6,2.14,-0.37,2.14,0.5
26上海债04,97.9,2.5,1.0,2.5,0.5
23河钢集MTN005,100.19,1.6805,-1.99,1.6805,0.5
24四川路桥MTN002,100.56,1.7466,,1.7466,0.5
23浙商银行债01,100.38,1.57,1.0,1.57,0.5
25湖北债110,100.39,1.53,1.0,1.53,0.5
24汇金MTN004,100.51,1.6711,-0.64,1.6757,0.5
25贵州银行二级资本债01,99.91,2.45,-0.16,2.45,0.5
24中盐MTN001,101.02,1.72,1.0,1.72,0.5
25光大银行CD092,98.38,1.5199,1.19,1.5199,0.5
26江苏债08,99.45,2.485,2.75,2.485,0.5
26大连银行CD040,98.76,1.6598,-0.01,1.6598,0.5
22进出口行二级资本债01,103.15,2.9802,1.0,2.9802,0.5
25淮北建投MTN002,101.27,1.94,-1.0,1.94,0.5
25国新租赁MTN003,100.08,1.75,1.81,1.75,0.5
23徽商银行永续债01,104.6,,,,0.5
26广西债07,99.69,2.49,-1.0,2.49,0.5
25中远海发SCP002,99.99,1.5999,-4.03,1.5999,0.5
21徽商银行二级01,101.5,3.7856,-0.04,3.7856,0.5
25桂铁投MTN007,100.23,1.81,,1.81,0.5
22福建债39,104.37,1.475,1.0,1.475,0.5
23广东债30,106.66,1.77,0.91,1.77,0.5
26德清农商行CD001,98.36,1.67,,1.67,0.5
25苏州高新MTN006,100.2,1.89,,1.882,0.5
21安徽债17,100.61,0.8999,-4.99,0.8999,0.5
21安徽债18,100.61,0.8999,,0.8999,0.5
26哈尔滨银行CD034,99.59,1.6301,-0.02,1.6301,0.5
25华润MTN007B,100.24,1.925,-1.39,1.925,0.5
22宁波债06,121.22,2.38,,2.38,0.5
26大连债04,99.37,1.8375,-0.25,1.8375,0.5
23广东债01,108.04,1.73,,1.73,0.5
23江西债83,108.42,1.8,0.5,1.8,0.5
23盐城城镇MTN002,104.82,1.92,-1.0,1.92,0.5
23广东12,108.25,1.745,-1.2,1.745,0.5
25广东债50,96.26,2.5,,2.5,0.5
24华夏银行永续债02,100.64,,,,0.5
23华为MTN003,103.23,1.78,1.0,1.78,0.5
25鲁钢铁MTN005,101.19,1.97,,1.97,0.5
26兴业银行CD034,99.62,1.5201,,1.5201,0.5
24新疆债29,103.44,1.904,1.12,1.904,0.5
26一汽租赁SCP001,99.94,1.6501,-0.99,1.6501,0.5
23华阳新材MTN016,101.48,1.6901,,1.6901,0.5
26上海机场SCP005,99.99,1.6001,1.0,1.6001,0.5
25浙交投SCP018,99.99,1.5797,-6.71,1.5797,0.5
23福建债16,109.57,2.3325,-0.25,2.3325,0.5
25东莞证券CP004,100.07,1.6201,,1.6201,0.5
25九江银行CD060,98.22,1.5498,,1.5498,0.5
25华电江苏SCP025,100.0,1.5819,,1.5819,0.5
24重庆债09,103.86,1.63,1.0,1.63,0.5
24工行二级资本债01B(BC),100.26,2.3767,0.33,2.3767,0.5
26农业银行CD018,98.45,1.5699,,1.5699,0.5
10国开05,109.97,1.72,1.0,1.72,0.5
25锦江国际SCP002,100.0,1.5621,1.02,1.5621,0.5
25园博园MTN003,101.7,2.0,,2.0,0.5
25光大银行CD070,98.0,1.4336,1.0,1.4336,0.5
25越秀集团MTN001A,100.29,,,,0.5
25工行永续债02BC,100.35,,,,0.5
26华能MTN001(能源保供特别债),100.18,,,,0.5
23中交建MTN001,100.38,1.6,1.0,1.6,0.5
26广东债24,99.8,1.9825,-0.5,1.9825,0.5
25青岛海控PPN001(可持续挂钩),100.9,2.01,,2.01,0.5
25晋能煤业MTN001,100.27,1.81,,1.81,0.5
24常城建PPN002,101.7,2.0631,,2.0631,0.5
24宜兴经开PPN001,100.55,2.1734,-0.56,2.1734,0.5
23四川债46,104.83,1.565,-0.25,1.565,0.5
23四川债76,105.79,1.585,-0.25,1.585,0.5
23金融街MTN005,100.69,3.2264,,3.2264,0.5
25东航股SCP009,100.0,1.6002,-3.49,1.6002,0.5
26华数传媒SCP001,99.91,1.64,13.01,1.64,0.5
25上海银行永续债01,100.75,,,,0.5
26浙交投SCP001,99.97,1.6059,-1.41,1.6059,0.5
25浦发银行CD295,98.45,1.5401,-0.49,1.5401,0.5
23华夏银行债01,100.07,1.4298,-0.09,1.4298,0.5
25国网租赁CP009,100.03,1.6299,,1.6299,0.5
24湖南债61,99.44,2.1675,0.5,2.1675,0.5
23河北债04,108.1,1.7525,-0.25,1.7525,0.5
25北京73,100.61,1.665,0.25,1.665,0.5
26广东债25,99.84,2.3125,1.0,2.3125,0.5
26南京医药SCP003,99.89,1.6699,-0.01,1.6699,0.5
26粤交投SCP001,99.95,1.62,-1.5,1.62,0.5
25江苏债40,100.76,1.67,0.64,1.67,0.5
25农业银行CD392,98.84,1.5201,-0.49,1.5201,0.5
23江西债51,107.43,1.7795,0.7,1.7795,0.5
21恒丰银行永续债,101.03,,,,0.5
25南电MTN018,100.09,1.93,1.5,1.93,0.5
24广东债04,106.01,1.8281,0.56,1.8281,0.5
25南京银行CD216,99.22,1.5298,-6.5,1.5298,0.5
23江西债42,107.43,1.7795,0.7,1.7795,0.5
21进出绿色债01,100.85,1.3966,-4.42,1.3966,0.5
23浙江债29,106.44,1.7668,0.68,1.7668,0.5
21闽高速MTN008,105.2,1.81,,1.81,0.5
25沪电力MTN003,100.07,1.7725,-1.75,1.7725,0.5
25徽商银行小微债,100.29,1.76,1.0,1.76,0.5
23北京银行01,100.35,1.5299,-3.01,1.5299,0.5
25汇金MTN001,99.92,1.9,-0.5,1.9,0.5
24浦发银行债01,100.76,1.565,-0.5,1.565,0.5
22广东债23,104.49,1.47,-0.72,1.47,0.5
20嘉兴双创债01,100.42,1.83,1.0,1.83,0.5
25国航MTN008,100.36,1.81,1.0,1.81,0.5
24北控集MTN002A,100.58,1.69,-2.0,1.69,0.5
21重庆04,100.42,0.8399,-5.99,0.8399,0.5
25贵州24,100.52,2.0,0.5,2.0,0.5
24安徽债68,100.64,2.145,-0.25,2.145,0.5
26四川债14,98.9,2.5025,4.75,2.5025,0.5
19山东债45,101.07,1.0001,2.02,1.0001,0.5
25光大银行CD073,98.08,1.437,1.0,1.437,0.5
24宁波银行二级资本债02,100.72,2.076,-0.17,2.076,0.5
25渤海银行CD256,98.79,1.5247,0.48,1.5247,0.5
25汉口银行CD133,98.35,1.6001,,1.6001,0.5
22建鑫9C,134.3,,,,0.4992
22贵州银行永续债01,103.52,,,,0.48
22许昌投资PPN002,100.48,1.9301,,1.9324,0.48
25昌平科技SCP001,100.01,1.5984,,1.5984,0.48
25奔驰财务MTN002A(BC),99.98,1.9379,-2.71,1.9379,0.46
25中国通用MTN001,100.19,,,,0.46
23贵州交通MTN004,101.2,1.3709,-4.9,1.3646,0.46
22百信银行二级02,103.53,4.0371,0.09,4.0369,0.45
26昆明土地PPN002,100.0,2.4997,-0.01,2.4997,0.45
23大连债14,115.45,2.3875,1.0,2.3875,0.45
24常德经建MTN003,102.35,2.1292,-0.21,2.1292,0.428
22交诚3C,127.38,,,,0.42
24远东租赁MTN006,100.6,1.7801,,1.7764,0.42
25临港经济SCP002,99.99,1.651,1.0,1.651,0.42
16附息国债19,115.38,2.3212,-0.36,2.3219,0.42
22青岛银行永续债02,102.42,1.8186,-14.81,1.8186,0.42
24泰安城投MTN001,100.68,2.2094,-0.19,2.2094,0.41
25光大集团MTN007A,100.61,1.93,0.5,1.93,0.4
26贴现国债07,99.37,1.2575,0.76,1.2575,0.4
26唐山控股MTN001,100.58,2.27,-15.0,2.29,0.4
16青国投MTN001,27.04,,,,0.4
24中德联合MTN001,106.58,2.43,15.46,2.4309,0.4
24天地源MTN001,102.41,3.2681,-99.87,3.2709,0.4
25电网MTN010,99.83,1.92,2.0,1.9206,0.4
22南水债,62.44,1.8536,,1.8536,0.4
24晋路桥MTN003(科创票据),100.59,,,,0.4
25浏阳现代MTN002,100.4,2.58,,2.5806,0.4
24未来科技MTN001,102.41,2.065,,2.065,0.4
26富阳城投MTN001,100.96,2.01,-3.0,2.01,0.4
25云南交投MTN005,100.52,1.9576,-4.82,1.9576,0.4
25张家建设MTN001A,101.21,2.27,-21.66,2.2713,0.4
25云投MTN003,101.29,2.0766,,2.078,0.4
24洛阳文旅PPN002,102.51,3.0479,-23.16,3.0483,0.4
23光大二级资本债01A,103.68,2.9665,0.06,2.9657,0.4
23无锡创新MTN001,100.24,1.9,3.0,1.895,0.4
25巩义新城PPN001,101.02,2.18,0.03,2.18,0.4
24邯郸交投MTN002,102.04,2.11,-4.0,2.1108,0.4
25浏阳现代MTN001A,100.65,2.2719,,2.2719,0.4
24苏州高新MTN011,100.45,,,,0.4
24中国通用MTN002,100.61,1.7,-1.0,1.7,0.4
25青岛西海MTN002,101.23,1.9375,,1.9406,0.4
23中行二级资本债03B,108.28,2.7438,0.01,2.7438,0.4
23太平洋财险债01,103.77,3.7841,1.0,3.7841,0.4
24淮安投资MTN003,100.73,1.81,-3.0,1.81,0.4
23苏州银行永续债01,104.5,,,,0.4
25农行TLAC非资本债02A(BC),100.18,1.793,0.21,1.7935,0.4
25南山集SCP005(科创债),100.0,2.6599,1.99,2.6599,0.4
22邮储银行二级02,108.5,2.8295,2.92,2.8295,0.4
25咸宁高新MTN001,100.85,2.197,-0.3,2.1975,0.4
25潞安MTN005,100.3,,,,0.4
25梁溪经发PPN001,100.68,2.34,,2.34,0.4
23晋能煤业MTN007,100.95,1.68,18.16,1.68,0.4
26先行控股PPN001,99.52,2.16,-2.0,2.145,0.4
25国能新能SCP003(科创债),100.0,1.5691,-8.19,1.5691,0.4
25新余城建MTN002,100.91,2.55,2.0,2.5506,0.4
23浙商银行二级资本债01,103.61,2.9063,0.58,2.9063,0.4
23广州农商行二级资本债01,105.69,3.7654,1.0,3.7657,0.4
26盐城国投PPN001,101.03,2.7871,-17.25,2.7871,0.4
25湖北港口MTN001,100.89,1.95,,1.95,0.4
24天津轨交MTN007,100.95,2.1391,,2.1391,0.4
22武汉生态MTN001,102.29,1.7502,-5.46,1.7502,0.4
25胶州城投MTN004,100.84,2.16,4.0,2.1519,0.4
21温岭国资MTN003,100.42,1.69,,1.69,0.4
23云南债39,105.68,1.6281,5.78,1.6268,0.4
22迈瑞债,100.16,1.84,-6.27,1.84,0.4
26淮安新城SCP001,99.99,1.7104,-0.01,1.7104,0.4
25桐庐投资MTN001,101.53,2.34,-1.44,2.34,0.4
24黄石产投PPN001,101.51,2.66,-23.86,2.63,0.4
26建发地产MTN001,98.81,3.0235,-0.52,3.0185,0.4
26鲁中控股PPN001,100.0,3.1998,1.0,3.1998,0.4
26兴发铝业MTN001,100.16,2.0736,-0.74,2.0736,0.4
25深业MTN001,99.72,2.114,,2.114,0.4
21冀建投MTN001,100.18,1.6228,,1.6228,0.4
25三峡平湖MTN001,100.99,2.47,-3.0,2.47,0.4
23苏国泰MTN002,100.55,1.7199,-5.74,1.7199,0.4
24金堂国资MTN003,103.53,2.91,,2.9105,0.4
25阳光人寿永续债01,100.04,,,,0.4
22农行二级资本债02B,106.51,2.6757,-0.13,2.6753,0.4
24慈溪交通PPN001,100.82,2.23,-1.0,2.23,0.4
25兴化城投PPN009,100.04,1.7,,1.7,0.4
21川高速MTN006,99.79,1.6499,,1.6499,0.4
24鄂交投MTN002,102.79,2.26,,2.26,0.4
24城发投资MTN003,102.01,2.3492,-8.91,2.3488,0.4
23浙商银行小微债01,100.15,1.5598,-2.01,1.5598,0.4
26象屿MTN001B,99.94,,,,0.4
26苏广播SCP001,100.01,1.6303,1.07,1.6303,0.4
21希望六和MTN001(乡村振兴),100.03,1.8015,-6.78,1.8015,0.4
23泸州窖MTN002,100.65,,,,0.4
24国药租赁MTN006,100.2,1.715,,1.715,0.4
25海尔金盈MTN004,100.11,1.99,1.0,1.99,0.4
21内蒙古债12,128.63,2.385,2.75,2.385,0.4
25成都农商行绿债01,100.37,1.75,,1.75,0.4
24成都农商行三农债01,100.57,1.64,-1.0,1.64,0.4
24远东租赁MTN004,100.35,1.72,-2.06,1.72,0.4
24鄂联投MTN008,101.55,2.2535,,2.2535,0.4
24阳安交通MTN001,102.82,2.7,,2.7007,0.4
25冀中能源MTN009(科创债),99.25,3.08,,3.08,0.4
25兴城人居MTN001,101.01,2.1306,-1.42,2.1306,0.4
25贵阳银行CD098,98.39,1.55,,1.55,0.4
25黄石新投PPN001,100.2,2.5457,15.33,2.5457,0.4
23蓉城轨交MTN003,103.23,1.76,15.13,1.76,0.4
25建发集MTN002,100.22,,,,0.4
22湖北债96,101.65,1.3175,,1.3175,0.4
25华能集MTN009(能源保供特别债),100.21,,,,0.4
21武侯产业PPN001,100.4,1.7,-2.75,1.7,0.4
24景德镇陶MTN002,101.61,1.909,13.9,1.91,0.4
25天恒置业MTN002,100.12,2.4173,-0.12,2.4186,0.4
24苏州农商行二级资本债01,101.8,2.4836,1.18,2.484,0.4
24桂金MTN002,102.11,2.05,,2.0515,0.4
24万州经开MTN003,101.86,2.59,-6.0,2.5895,0.4
26鲁高速MTN003,100.17,,,,0.4
21南京交建MTN002(乡村振兴),100.63,1.64,-5.0,1.64,0.4
26西昌海河PPN001,100.0,2.8699,-0.01,2.8699,0.4
24兵团建工MTN001,102.28,,,,0.4
24云南交投MTN006,102.87,2.23,,2.2307,0.4
23太原国投MTN003,101.16,2.8498,,2.8498,0.4
25国新租赁SCP004,100.02,1.6289,1.0,1.6289,0.4
22济南城建PPN001,102.22,1.702,-6.8,1.702,0.4
24电网MTN002,100.58,1.7,2.0,1.7,0.4
24贵阳银行绿色债01,100.77,1.62,-2.0,1.63,0.4
23湔江集团债01,104.97,2.9204,-0.06,2.9204,0.4
24聊城兴业PPN001,104.19,3.0781,-0.2,3.0781,0.4
25水发集团MTN012,99.67,,,,0.4
25济宁中区MTN001,101.91,3.01,12.1,3.0095,0.4
25青岛43,100.16,1.53,1.0,1.5265,0.4
25孝感高创PPN002B,104.14,2.6476,-1.11,2.6482,0.4
26苏州国际MTN001,99.84,1.8563,5.64,1.8563,0.4
25上虞水务MTN002,100.45,2.27,-8.5,2.27,0.4
25宁波能源SCP002,100.08,1.6685,-4.79,1.6685,0.4
23苏州高技MTN003,100.82,2.9707,,2.9707,0.4
25德清交通MTN001,100.0,1.89,-3.81,1.89,0.4
24河钢集MTN019,101.28,1.901,-3.94,1.901,0.4
25电网MTN004,99.71,1.9221,1.0,1.9201,0.4
25湖南建设MTN001,100.44,,,,0.4
25湖北资产PPN001,100.82,2.3916,0.61,2.3916,0.4
26成都经开PPN001A,101.16,2.61,-10.84,2.6,0.4
24大连债21,101.24,2.38,0.75,2.38,0.4
26苏高科MTN001,100.21,1.9748,7.62,1.9748,0.4
25鲁钢铁MTN012,100.6,,,,0.4
25厦门国际银行债01,99.77,1.8,-1.69,1.8,0.4
25南浦口MTN004,100.26,1.92,1.0,1.921,0.4
23晋中公用MTN003,101.28,1.76,,1.7625,0.4
23新锦债01,100.1,2.08,-126.96,2.08,0.4
25豫交投MTN001,100.64,1.86,,1.86,0.4
20北京债09,115.27,2.145,,2.145,0.4
25和惠ABN002优先A1,100.0,,,,0.4
25新庐陵MTN001,101.19,1.85,-3.0,1.85,0.4
23平湖国资MTN002,100.6,1.68,-2.99,1.68,0.4
24启东城投MTN003,100.63,2.0737,-3.13,2.0737,0.4
24成都银行二级资本债01,101.29,2.2174,-0.06,2.2169,0.4
25大兴发展MTN001,99.93,1.77,,1.77,0.4
26京国资MTN002,99.71,1.82,1.0,1.82,0.4
21中国银行二级01,100.06,4.1371,0.36,4.1371,0.4
25光大集团MTN008,100.16,1.81,1.0,1.81,0.4
24华阳新材MTN001,101.42,1.6964,-5.36,1.6982,0.4
22东莞银行永续债01,102.44,,,,0.4
23常德城投MTN001,100.49,3.5018,5.8,3.5018,0.4
25静安置业SCP002,99.97,1.6799,,1.6799,0.4
25津智资本MTN001,101.18,2.39,-4.75,2.3893,0.4
18附息国债06,132.47,2.327,1.95,2.327,0.4
25北控水集MTN002B,100.17,2.07,1.0,2.07,0.4
26贵州交通MTN001,100.15,1.92,1.0,1.9192,0.4
21太湖新城MTN001,100.22,1.6406,-7.96,1.6406,0.4
24南京国投MTN001,101.73,1.93,0.14,1.9311,0.4
23核能电力MTN001A,100.41,1.5999,,1.5999,0.4
23淮河能源MTN004,100.98,1.6901,-1.99,1.6901,0.4
26皖交控SCP001,99.97,1.61,1.0,1.61,0.4
24中冶MTN010,101.15,,,,0.4
24中电投MTN002,100.97,,,,0.4
24蜀道投资MTN019,100.23,,,,0.4
21九江银行永续债02,100.28,,,,0.4
22农业银行二级01,102.24,3.0504,-0.02,3.0504,0.4
24象屿MTN002B,101.17,,,,0.4
24方洋MTN001,101.16,1.72,-3.0,1.7221,0.4
24湖南城铁MTN001,100.84,1.74,-1.0,1.74,0.4
26南电MTN001(科创债),99.73,1.9187,0.94,1.9193,0.4
24江苏债34,99.53,2.3725,-0.75,2.3725,0.4
23吉林债49,106.01,1.615,-0.5,1.615,0.4
25华电股MTN003(能源保供特别债),101.12,,,,0.4
24万盛经开MTN002,100.84,2.1438,,2.1419,0.4
19农发06,106.66,1.67,2.0,1.67,0.4
25华夏银行科创债01,100.0,1.78,2.0,1.78,0.4
25绵阳投资MTN002,100.57,2.3307,-0.24,2.331,0.4
23盐城城镇MTN003,104.69,1.93,-6.0,1.93,0.4
23烟台业达MTN001,100.71,1.83,-3.0,1.8313,0.4
25广西旅发MTN003B,100.81,,,,0.4
24丽水文旅PPN002,100.67,2.28,-0.14,2.28,0.4
25江苏债41,98.91,2.279,1.0,2.279,0.4
24泰康人寿永续债01,101.22,,,,0.4
25南京银行科创债01BC,100.0,1.79,1.0,1.79,0.4
22南京银行永续债01,102.45,,,,0.4
25晋能装备MTN002(科创票据),100.57,,,,0.4
26汉口银行CD006,98.81,1.5851,,1.5851,0.4
26电网SCP006,99.98,1.6,-4.49,1.6,0.4
24河北债44,103.26,1.975,4.25,1.975,0.4
24苏州银行永续债01,101.99,,,,0.4
25津城建MTN017,100.63,1.98,-4.0,1.981,0.4
25五矿集MTN023A(并购),100.46,,,,0.4
26平安租赁MTN001(绿色),100.4,2.4318,-2.82,2.4309,0.4
25胶州城投MTN005,100.47,2.18,-3.0,2.181,0.4
23建行二级资本债02A,104.19,2.8298,1.0,2.8298,0.4
24广州凯得MTN001A(绿色混合型科创票据),100.66,2.0574,,2.0582,0.4
25国航MTN009,100.36,1.81,1.0,1.811,0.4
22知识城MTN005,100.21,1.755,0.5,1.755,0.4
26海尔租赁PPN001,100.04,1.97,-4.83,1.97,0.4
23晋能煤业MTN002B,100.03,1.5918,-0.83,1.5918,0.4
24陕延油MTN016,100.28,1.92,2.0,1.9207,0.4
23天马电子MTN003,100.23,1.6898,,1.6898,0.4
25贾汪旅游PPN001,100.73,2.25,-2.2,2.251,0.4
25福建债03,98.28,1.91,,1.91,0.4
25驻马店投MTN002,100.83,1.97,,1.97,0.4
24北方企业PPN001,102.09,2.101,,2.101,0.4
25盐城高新MTN001,100.77,1.87,-7.0,1.87,0.4
25淮北建投MTN003,100.67,1.97,-5.45,1.97,0.4
25湖北港口SCP002,100.0,1.5622,,1.5622,0.4
25邮政MTN001,100.05,1.73,1.0,1.73,0.4
22工商银行二级04,108.66,2.8196,2.14,2.8192,0.4
24吴中经发MTN002,100.86,1.72,1.0,1.7222,0.4
22华发集团MTN011A,99.38,2.8438,-4.62,2.84,0.4
24东方债01BC,100.9,1.69,0.15,1.6913,0.4
23招行永续债01,104.0,,,,0.4
25东莞银行永续债01,100.6,,,,0.4
23江苏银行债02,100.39,1.5401,-0.49,1.5401,0.4
25环天实业PPN001,100.12,2.13,,2.1344,0.4
22钱塘新区MTN001,100.34,1.72,,1.7218,0.4
25鲁钢铁MTN017B,100.45,,,,0.4
24先正达MTN002A,100.34,,,,0.4
24金港MTN001,101.16,,,,0.4
23许昌投资PPN006,100.88,2.2266,-1.91,2.2286,0.4
23南航租赁MTN001,101.37,,,,0.4
22附息国债10,106.89,1.585,1.0,1.585,0.4
23盐城资产MTN003,101.35,,,,0.4
25汇金MTN003,99.71,1.92,1.0,1.92,0.4
25温州银行CD208,99.19,1.5699,1.0,1.5699,0.4
26海运集装SCP002,99.98,1.6299,-3.02,1.6299,0.4
23中电投MTN022B,100.45,,,,0.4
21渝高速MTN001,100.62,1.6299,-6.02,1.6299,0.4
23北京银行02,100.39,1.5678,0.79,1.5639,0.4
21工商银行二级03,108.41,2.8225,0.1,2.8221,0.4
22余杭农商行二级资本债02,103.17,3.5827,,3.5827,0.4
25中电投MTN018(能源保供特别债),100.06,,,,0.4
25沪电力MTN004,100.09,1.775,-1.5,1.775,0.4
24大唐集MTN006,100.4,,,,0.4
24中铁股MTN001A,101.87,1.84,3.0,1.84,0.4
25豫投资MTN001,99.89,1.84,,1.84,0.4
25泉州银行小微债02,100.31,1.82,1.0,1.82,0.4
25晋能煤业MTN007,100.63,,,,0.38
23格力MTN001,100.58,1.6763,3.66,1.6763,0.38
25天富能源ABN001优先(科创),99.96,,,,0.38
23中铁十一MTN001(科创票据),100.59,,,,0.36
22龙游农商行二级资本债01,103.71,4.5125,,4.5121,0.36
23贵州交通MTN005,101.63,1.4048,-2.52,1.4009,0.35
25南京交通ABN001优先(绿色),99.94,,,,0.35
25许昌投资MTN001,101.61,2.56,4.13,2.56,0.35
25衡阳城投PPN002,101.76,2.3579,-6.07,2.3579,0.35
25鑫垚建投MTN001,101.04,3.7416,-11.91,3.7416,0.34
25山西建投MTN004B,100.42,,,,0.33
25黔晟国资MTN002A,99.92,2.1885,35.75,2.1885,0.33
23中建二局MTN001(科创票据),100.18,,,,0.32
24大丰海港PPN002,101.98,2.3467,-13.33,2.3464,0.32
24诚通控股MTN003A,106.83,2.29,,2.29,0.3
25青海债02,100.7,1.915,1.5,1.915,0.3
24湖北债20,104.02,1.87,3.5,1.87,0.3
18附息国债11,105.97,0.92,0.25,0.92,0.3
24景德镇陶MTN004A,101.48,1.87,1.0,1.87,0.3
25溧水经开PPN006,100.04,1.7429,,1.7429,0.3
26华阳新材MTN001,100.54,2.16,-4.0,2.16,0.3
26金合盛PPN001,100.11,2.31,-4.0,2.31,0.3
25晋江产投MTN002,100.22,1.9447,-0.77,1.9447,0.3
25万华化学MTN004(科创债),100.15,1.8073,-4.27,1.8073,0.3
23常德城投PPN008,101.29,1.71,1.0,1.7085,0.3
24荆州开发PPN001,101.7,2.8809,-12.7,2.8818,0.3
25淄博城运MTN002,100.8,1.91,,1.91,0.3
21中国银行永续债02,101.43,,,,0.3
22民生银行永续债01,103.06,,,,0.3
25天津农商行二级资本债01,99.47,2.564,0.47,2.564,0.3
25鲁钢铁MTN002,101.41,1.97,-1.0,1.97,0.3
24西安高新MTN009,101.07,1.94,,1.9419,0.3
23杭居投资MTN001,100.19,1.7502,,1.7402,0.3
26良渚文化MTN001,100.22,1.9515,0.61,1.9515,0.3
26太仓水务MTN001,99.97,2.02,2.0,2.02,0.3
24大足发展PPN002,102.92,2.1,1.0,2.0979,0.3
25中石化MTN002,97.73,2.246,0.37,2.2453,0.3
25信达投资MTN003A,99.76,2.4473,-0.69,2.4478,0.3
25胶州城投MTN002,101.06,2.02,-2.0,2.02,0.3
25武进经发MTN002,100.53,1.8,-1.0,1.8033,0.3
22上海农商行二级资本债02,102.26,2.9921,0.07,2.9922,0.3
25平安租赁MTN011,100.31,1.84,,1.84,0.3
23临沂城投MTN002,101.35,1.6801,,1.6801,0.3
22利安人寿资本补充债01,103.29,4.1958,0.35,4.1949,0.3
25湖北宏泰MTN004,100.59,1.8999,-3.23,1.8999,0.3
25义乌商品MTN001,100.58,1.8158,-0.42,1.8158,0.3
25深投控MTN005,100.32,1.8454,1.79,1.8454,0.3
24鲁高速MTN004,103.37,2.3089,-1.11,2.3089,0.3
24首旅MTN014,100.41,,,,0.3
24粤电发MTN006A,101.61,1.91,,1.91,0.3
24河钢集MTN008,100.81,1.8,-5.0,1.8,0.3
26云投MTN001,101.4,2.645,-0.5,2.6454,0.3
24金旭产业MTN003,102.17,2.7067,-1.33,2.7076,0.3
25吉林投资MTN001,99.82,2.75,,2.6833,0.3
25皖交控MTN001,99.95,1.7725,1.0,1.7725,0.3
21内江投控PPN001,100.3,1.8901,5.03,1.8901,0.3
24中英人寿永续债02,100.41,,,,0.3
22苏交通MTN006,101.77,1.7,,1.7,0.3
24诚通控股MTN009B,110.58,2.8,,2.8,0.3
25景德城投SCP001,100.1,1.7999,,1.8009,0.3
25苏银金租三农债01BC,100.16,1.77,,1.77,0.3
25津地铁SCP002,100.04,1.6829,,1.6829,0.3
24江西铁航MTN002,101.52,2.1772,-0.13,2.1774,0.3
24山西文旅MTN007,101.44,1.5962,-40.83,1.8676,0.3
23宜宾发展MTN001(混合型科创票据),100.49,1.6481,,1.6481,0.3
24民生银行永续债01,100.52,,,,0.3
25重庆银行小微债01,100.54,1.71,0.5,1.71,0.3
26合川投资MTN001,100.0,2.72,1.0,2.72,0.3
23唐山银行永续债01,105.76,,,,0.3
23华夏银行债04,100.78,1.5501,1.0,1.5501,0.3
24福州古厝MTN001,100.76,1.6967,-2.33,1.7035,0.3
25福建债19,99.02,1.9175,,1.9175,0.3
25漳州经发MTN001,101.79,2.3869,1.0,2.3869,0.3
22香城投资MTN002,100.48,1.7408,-1.36,1.7408,0.3
25津南城投CP008,100.2,1.73,1.0,1.73,0.3
26贾汪城投MTN001,101.24,2.7221,2.21,2.7221,0.3
24淮北建投PPN003,101.35,2.3557,0.57,2.3557,0.3
25巨石SCP008(科创债),100.02,1.6401,1.06,1.6401,0.3
23重庆49,107.65,1.825,-0.72,1.825,0.3
26津保投MTN002,100.0,2.12,1.0,2.12,0.3
23临港经济MTN001(混合型科创票据),100.46,2.6957,1.0,2.6957,0.3
25百盐投资PPN002,100.69,2.7007,8.27,2.7,0.3
