债券简称,成交净价,最新收益率,涨跌,加权收益率,交易量
25青岛城投MTN008,100.64,,,,1.0
25中交路桥MTN001,100.25,,,,1.0
25南电SCP007(科创债),100.02,1.59,1.0,1.59,1.0
26交通银行CD017,99.61,1.5102,0.98,1.5102,1.0
21浙江债25,108.74,1.6075,,1.6075,1.0
21哈尔滨银行永续债02,101.56,,,,1.0
23江苏债37,113.56,2.3775,-0.4,2.3762,1.0
23北京03,108.35,1.73,0.75,1.73,1.0
25农业银行CD406,98.83,1.53,-4.71,1.53,1.0
25上海51,99.51,1.985,,1.9825,1.0
25九江银行CD105,98.37,1.58,,1.58,1.0
25东航股MTN005,99.96,1.815,,1.815,1.0
25临港经济MTN002,100.38,,,,1.0
25交通银行CD291,98.85,1.52,-0.99,1.52,1.0
26南通城建SCP001,100.0,1.63,0.04,1.63,1.0
22皖交控MTN002,101.84,1.67,,1.6721,1.0
26湖北银行CD012,99.61,1.55,,1.55,1.0
25华夏银行CD259,99.2,1.5101,-0.47,1.5101,1.0
25富滇银行CD151,98.76,1.5798,,1.5798,1.0
22重庆水务MTN001,101.44,1.6429,-4.71,1.6418,1.0
25兴业银行CD241,99.21,1.5096,0.2,1.5096,1.0
25东莞银行CD186,99.21,1.5201,,1.5201,1.0
25国信证券CP013,100.04,1.5749,1.0,1.5749,1.0
25建设银行CD333,98.43,1.5226,1.0,1.5226,1.0
23浙商银行小微债02,100.79,1.6,2.0,1.6,1.0
24农发绿债02,100.48,1.44,0.5,1.44,1.0
25中信银行CD110,98.25,1.513,0.35,1.513,1.0
26工商银行CD006,98.45,1.555,-0.01,1.555,1.0
25云南债43,100.28,1.835,1.0,1.835,1.0
25汉口银行CD047,98.19,1.5804,,1.5804,1.0
25杭州银行CD125,98.41,1.53,-0.01,1.53,1.0
25光大银行CD227,98.43,1.54,0.5,1.54,1.0
25光大银行CD221,98.43,1.54,2.0,1.54,1.0
25徽商银行CD099,98.75,1.4317,,1.4317,1.0
25光大银行CD196,98.42,1.53,1.0,1.53,1.0
23宁波银行02,100.23,1.5399,1.0,1.5399,1.0
24德银股份债02,100.14,1.6779,-2.21,1.6779,1.0
25交通银行CD210,98.8,1.515,,1.515,1.0
25光大银行CD192,98.42,1.53,-6.0,1.53,1.0
23江苏债20,104.57,1.6,1.0,1.6,1.0
25江苏银行CD082,98.27,1.5246,1.43,1.5246,1.0
25交通银行CD276,98.83,1.53,,1.53,1.0
26四川债04,98.69,2.5125,2.5,2.5125,1.0
23安徽债76,109.59,2.0575,,2.0575,1.0
26河北债05,99.91,2.0,1.85,2.0,1.0
26兴业银行CD028,98.47,1.5575,-0.5,1.5575,1.0
25建设银行CD315,98.43,1.525,-3.0,1.525,1.0
25交通银行CD259,98.84,1.525,-1.5,1.525,1.0
24邮政MTN003,100.68,1.68,2.0,1.68,1.0
25农业银行CD446,99.23,1.5152,,1.5152,1.0
23上海银行01,100.11,1.5202,0.54,1.5202,1.0
25东莞农村商业银行CD140,99.6,1.4518,1.0,1.4518,1.0
24山东债02,104.85,1.625,-0.25,1.625,1.0
21黑龙江债48,116.71,2.2932,0.32,2.2932,1.0
24淮安交通PPN001,100.79,1.8263,-0.37,1.8263,1.0
24六合交通PPN002,100.96,1.8272,1.22,1.8272,1.0
26华夏银行CD025,98.46,1.5575,-0.76,1.5575,1.0
23青岛债08,111.37,2.32,,2.32,1.0
25广西北部湾银行CD137,98.79,1.57,-5.9,1.57,1.0
25广西北部湾银行CD097,98.32,1.5599,,1.5599,1.0
25浦发银行CD126,98.38,1.5152,0.02,1.5152,1.0
25中信银行CD152,98.36,1.5148,0.49,1.5148,1.0
23交行债02,100.59,1.58,1.0,1.58,1.0
25申能集MTN001,100.37,1.76,,1.76,1.0
26广东债17,99.71,1.9825,-0.5,1.9825,1.0
20山西债07,112.81,1.87,0.35,1.87,1.0
24宜兴环保MTN001,101.01,1.7385,,1.7385,1.0
25交通银行CD268,99.22,1.5,-1.0,1.5,1.0
25中信银行CD272,98.8,1.5148,0.48,1.5148,1.0
25民生银行CD149,98.77,1.4308,-0.81,1.4308,1.0
25平安证券CP007,100.03,1.5599,-5.0,1.5599,1.0
25广东债12,100.58,2.1615,-0.33,2.1615,1.0
25广发银行CD115,98.39,1.5173,0.21,1.5173,1.0
26中化股SCP001,100.0,1.5892,1.0,1.5892,1.0
25农业银行CD296,98.42,1.5301,0.01,1.5301,1.0
26浙商银行CD013,98.84,1.5475,1.25,1.5475,1.0
25杭州银行CD166,99.19,1.4398,1.2,1.4398,1.0
25湘高速CP001,100.01,1.63,1.0,1.63,1.0
25农业银行CD216,98.42,1.53,-4.0,1.53,1.0
25农业银行CD210,98.45,1.5301,0.77,1.5301,1.0
26日照银行CD028,99.61,1.5549,,1.5549,1.0
25晋商银行CD111,98.34,1.5701,,1.5701,1.0
26兴业银行CD015,98.46,1.56,1.0,1.56,1.0
25浦发银行CD106,98.31,1.5105,-0.43,1.5105,1.0
26贵州银行CD006,98.82,1.5801,-0.98,1.5801,1.0
22附息国债16,101.74,1.21,0.15,1.21,1.0
25交通银行CD090,98.12,1.4302,-0.91,1.4302,1.0
25农业银行CD349,98.81,1.5249,-4.0,1.5249,1.0
25交通银行CD115,98.32,1.515,0.53,1.515,1.0
25工商银行CD175,98.4,1.515,-0.01,1.515,1.0
21四川债12,104.26,1.34,-3.0,1.34,1.0
25农业银行CD219,98.43,1.525,-0.99,1.525,1.0
23天津104,103.55,1.4619,-3.06,1.4619,1.0
23天津85,103.42,1.4618,,1.4618,1.0
26北京债10,99.69,1.685,-0.5,1.685,1.0
25平安银行CD023,98.25,1.5145,1.47,1.5145,1.0
25交通银行CD136,98.37,1.5101,1.0,1.5101,1.0
25华能集GN001(碳中和债),99.71,1.73,0.15,1.73,1.0
25广州农村商业银行CD073,98.77,1.441,,1.441,1.0
25东莞农村商业银行CD141,99.6,1.4414,0.25,1.4414,1.0
26贴现国开05,99.26,1.4849,-1.52,1.4849,1.0
26中金集MTN001(科创债),100.24,1.81,1.0,1.81,1.0
25赣出版MTN002,100.21,1.805,,1.805,0.95
25电网MTN034,100.58,1.9267,0.18,1.9267,0.9
23宁波债19,105.99,1.8,0.5,1.8,0.9
26贴现国债13,99.38,1.2524,-0.26,1.2524,0.9
26吉利MTN002(科创债),100.04,2.065,1.0,2.065,0.9
26浙江债07,99.67,2.481,-0.4,2.4832,0.9
25杭实投SCP007,100.0,1.598,-0.33,1.598,0.9
26光大控股MTN001,100.13,,,,0.9
25水电九局MTN001(科创债),100.68,,,,0.9
25洛阳城乡MTN001A,100.76,1.92,-2.0,1.9094,0.9
24云投MTN009,102.27,2.3312,-0.88,2.3307,0.9
19工商银行二级04,108.5,3.4708,1.0,3.4709,0.9
24特别国债05,100.49,2.2975,-0.25,2.2975,0.9
25南浦口MTN001,100.73,1.83,,1.83,0.9
25国轩高科GN001(科创债),98.79,2.35,2.0,2.35,0.9
25中铁十局MTN001,101.27,,,,0.9
24潍坊滨投PPN001,100.8,3.1512,6.74,3.1519,0.9
22惠民城建PPN004,100.52,3.294,0.34,3.2951,0.9
24昆仑金租债01,101.0,1.5119,-13.81,1.5113,0.9
21西湖投资PPN002,100.58,1.5528,-15.32,1.5519,0.9
25光大实业MTN001,100.58,2.45,,2.45,0.9
24进出02,100.01,1.329,-1.03,1.3337,0.9
24昆山国创MTN002,102.95,1.89,-4.0,1.9033,0.9
26西藏债01,99.79,2.52,-0.5,2.5172,0.9
20进出11,109.0,1.7225,0.75,1.7239,0.9
24鑫诚恒业MTN002,100.7,2.6757,5.38,2.6753,0.9
26福建海峡银行CD026,99.2,1.5999,,1.5999,0.9
21青岛债19,114.67,1.935,,1.935,0.9
25宁波银行二级资本债01,100.66,2.0992,-0.06,2.0995,0.9
24陕西债20,103.22,1.8925,1.0,1.8925,0.9
25华润银行二级资本债02,99.73,2.3807,-0.57,2.3794,0.9
24汇金MTN002,100.53,1.655,0.75,1.655,0.9
26桐昆控股SCP003(科创债),99.99,1.73,1.01,1.7256,0.9
26四川债10,99.14,2.485,-1.0,2.4893,0.9
20国开09,102.39,1.555,1.0,1.555,0.9
16附息国债17,100.7,1.01,1.0,1.01,0.9
21建设银行二级05,101.39,3.2094,0.49,3.2095,0.9
26厦港发SCP001,100.0,1.5099,,1.5099,0.9
25鄂能源SCP003,100.0,1.5396,,1.5396,0.9
25华电股MTN005,100.36,1.765,1.5,1.765,0.9
23万科MTN004,51.13,289.8814,,289.8251,0.88
24特别国债03,102.4,2.445,3.5,2.4468,0.83
21农发03,100.08,1.1718,-14.8,1.3442,0.825
20大连债01,105.43,1.5375,,1.5375,0.8
25湖南银行二级资本债01,100.54,2.3363,1.0,2.3363,0.8
25大横琴MTN001A,100.15,1.92,-3.0,1.9113,0.8
21乌镇债,40.0,1.84,,1.84,0.8
25寿光金旭MTN002,101.78,2.48,-32.0,2.5569,0.8
25滨建投MTN008,100.73,2.11,-2.0,2.1103,0.8
26甬城投MTN001,100.03,1.85,2.0,1.85,0.8
24南海农商行二级资本债01,101.65,2.455,-0.66,2.454,0.8
23工行二级资本债02A,103.09,2.6076,0.75,2.6076,0.8
25工商银行CD114,98.07,1.4189,0.97,1.4128,0.8
26鹰潭国控MTN001,100.54,2.6501,10.01,2.6367,0.8
24江苏银行永续债01,101.58,,,,0.8
24建行TLAC非资本债01A,100.41,1.8219,0.61,1.8201,0.8
26四川酒业MTN001,100.0,2.5999,1.0,2.5999,0.8
26西安高新MTN001A,100.06,2.27,-1.99,2.27,0.8
24诚通控股MTN012A,103.81,2.31,1.0,2.3075,0.8
26恒邦冶炼SCP001(科创债),100.01,1.6999,1.99,1.6999,0.8
25国电CP003,100.04,1.62,2.0,1.62,0.8
26嘉善高新MTN001,100.54,2.37,-0.5,2.37,0.8
23汇金MTN006B,102.83,1.775,1.0,1.775,0.8
25昌平科技MTN001A,101.02,1.92,1.0,1.9194,0.8
24常德城投MTN001,101.49,2.0123,2.23,2.0123,0.8
18鄂联投MTN005B,109.7,1.9903,-0.97,1.9903,0.8
23湖北债15,105.39,1.525,-1.25,1.525,0.8
25天津银行绿债01,100.44,1.76,1.0,1.76,0.8
25上虞水务MTN001,100.16,2.25,,2.25,0.8
25宏桂资本MTN001,99.92,2.42,-6.0,2.4207,0.8
25招商蛇口MTN004,99.24,2.2,1.0,2.173,0.8
21温国控债01,100.33,1.83,-3.07,1.8425,0.8
25西安高新MTN011B,100.79,2.6808,0.2,2.6754,0.8
24榆林城投MTN002,101.86,2.02,,2.0254,0.8
24宁波银行二级资本债01,101.81,2.254,1.0,2.254,0.8
24南航集MTN002,100.59,1.73,,1.7284,0.8
21长沙银行二级,100.56,4.2138,0.68,4.2136,0.8
25新疆金投PPN001,100.46,2.22,,2.22,0.8
24附息国债19,100.05,1.25,0.5,1.25,0.8
22附息国债25,107.41,1.625,-0.17,1.625,0.8
24绿城地产MTN002(绿色),101.18,2.37,4.12,2.5601,0.8
19柯城国资债,20.6,1.7452,0.54,1.7452,0.8
24泰州城建MTN001,101.04,1.67,1.0,1.67,0.8
26川高速MTN001,100.09,1.96,1.0,1.965,0.8
24扬城建MTN002,103.23,1.86,1.0,1.86,0.8
22华润MTN001,101.29,1.64,,1.64,0.8
24川投资MTN004,101.75,2.34,0.1,2.34,0.8
24中石化MTN004,100.04,1.725,1.0,1.725,0.8
25夏商SCP026,100.0,1.5888,,1.5888,0.8
25江北新区MTN003,100.3,2.02,0.16,2.0207,0.8
24汇金MTN003,101.56,1.8,1.0,1.8,0.8
20西咸集团债02,101.79,2.1589,40.63,2.1589,0.8
24国开04,100.09,1.455,-0.5,1.4562,0.8
21建设银行二级02,108.45,2.8497,-0.26,2.8455,0.8
23中行永续债01,103.26,,,,0.8
23香城投资MTN001,100.62,1.85,-1.0,1.8426,0.8
23厦门国际银行01,100.85,1.595,-1.26,1.59,0.8
25昆明轨道PPN004,100.04,2.3327,-1.73,2.3327,0.8
23浙商银行二级资本债02,104.34,2.864,-0.19,2.8659,0.8
23华夏银行债02,100.24,1.5901,1.0,1.5901,0.8
24扬州农商行二级资本债01,100.52,2.7676,,2.7655,0.8
25青岛海科MTN002B,100.32,3.8502,14.88,3.8501,0.8
25东樾1号春樾ABN001优先A,99.96,,,,0.8
23附息国债07,122.82,2.45,1.0,2.45,0.8
23兴业银行小微债01,100.44,1.545,-0.51,1.5431,0.8
25首都机场MTN002,100.4,1.76,,1.76,0.8
23万科MTN003,51.13,353.76,1102.38,353.6913,0.8
25农业银行CD333,98.42,1.5241,-1.09,1.5241,0.8
24川能投MTN002,105.13,1.97,1.0,1.97,0.8
25湖北债82,100.34,1.54,,1.54,0.8
25华数传媒SCP004,99.98,1.64,-1.01,1.64,0.8
25泰华信PPN001,101.22,2.5088,,2.5094,0.8
21青岛04,100.39,0.8402,-5.95,0.8203,0.8
25铜陵建投MTN002,100.88,2.01,,2.01,0.8
26淮安开发PPN001,100.07,1.78,0.06,1.78,0.8
22江西银行永续债01,102.71,,,,0.8
25五矿集MTN024(并购),100.51,,,,0.8
25腾海投资MTN001,101.04,2.01,1.0,2.01,0.8
24兖矿能源MTN004,100.23,,,,0.8
24泉州发展MTN001,101.41,1.8983,-7.17,1.8983,0.8
22铁建房产MTN001,99.8,2.54,-1.0,2.54,0.8
25武夷投资MTN002,100.28,2.3495,0.09,2.3495,0.8
25贵州银行CD106,98.78,1.5899,1.0,1.5899,0.8
24重庆银行小微债01,100.66,1.65,1.5,1.6481,0.8
25华电股MTN006,100.04,1.77,-1.0,1.77,0.8
24北京债87,99.42,1.8925,-0.75,1.8921,0.8
23闽投MTN002,102.94,1.78,,1.78,0.8
23华润MTN001,100.46,,,,0.78
25民生银行永续债01,99.5,,,,0.78
26大足工业PPN001,100.01,2.8864,-22.06,2.8867,0.76
24庐江城投MTN002,100.63,2.3308,,2.3308,0.75
24遵义道桥PPN001,93.79,4.8633,0.09,4.8598,0.74
23天津103,103.53,1.47,1.25,1.47,0.74
22海南银行永续债01,102.79,,,,0.72
22农发10,107.01,1.83,-0.25,1.8298,0.715
25建发地产MTN001A,99.7,2.6168,,2.6168,0.71
23农行二级资本债02A,103.57,2.7165,-0.29,2.7173,0.7
24国开绿债01清发,100.2,1.49,,1.49,0.7
22交行二级资本债02A,102.2,2.665,-0.14,2.6653,0.7
24平安产险资本补充债01,100.83,2.7296,0.65,2.7296,0.7
24万州经开MTN006,100.29,2.4078,0.49,2.4072,0.7
26信阳鼎信PPN001A,100.0,2.4799,-0.01,2.4799,0.7
26溧水经开MTN002,100.11,1.84,-3.0,1.84,0.7
21郑州银行永续债,101.99,,,,0.7
24招联消费金融债01,100.89,1.62,-5.0,1.62,0.7
26铁道04,99.89,2.505,-0.5,2.4992,0.7
26平安租赁MTN002,100.32,2.1,1.0,2.1,0.7
21工商银行二级02,101.4,3.2078,0.08,3.2079,0.7
25西安银行二级资本债01,100.35,2.3063,1.04,2.3061,0.7
25国网租赁SCP010,100.0,1.5789,-5.1,1.5789,0.7
24四川银行二级资本债,100.05,2.1932,-0.06,2.1847,0.7
25中荥投资MTN001,101.64,2.12,-44.16,2.1215,0.7
24汇金MTN006,100.46,1.7,1.0,1.7,0.7
21建设银行二级03,101.29,3.3428,1.0,3.3428,0.7
24郑新建投PPN001,102.18,2.2885,-2.15,2.2895,0.7
25国航SCP005,99.99,1.5899,-6.98,1.5899,0.7
25新凤鸣控SCP004,100.04,1.78,,1.78,0.7
24嵊州投资MTN001,100.64,2.017,-1.33,2.017,0.7
25电网MTN001,100.09,1.7755,-2.9,1.7755,0.7
26广东债23,99.37,2.51,2.77,2.51,0.7
25工行二级资本债03BC,99.39,1.952,0.14,1.9488,0.7
26合川投资PPN002,100.0,2.7998,-0.01,2.7998,0.7
21农发10,108.14,1.7725,-0.25,1.7725,0.7
24进出10,103.95,1.9075,-0.25,1.9082,0.7
26伊利实业SCP004(科创债),100.0,1.5596,-0.98,1.5596,0.7
19北控水务MTN001B,107.09,1.9,-4.0,1.9143,0.7
23大唐发电MTN006,100.35,,,,0.7
25立讯精工SCP007(科创债),100.05,1.6601,-1.99,1.6601,0.7
25海通恒信SCP005,100.0,1.6513,1.0,1.6464,0.7
21陕煤化MTN008,101.46,1.65,0.59,1.65,0.7
21陕煤化MTN005,100.93,1.6499,-3.01,1.6499,0.7
26厦门信息SCP001,100.01,1.705,-1.3,1.7061,0.7
25北电SCP003,100.0,1.5774,-0.4,1.5774,0.7
24北京农商行永续债01,100.62,,,,0.7
24瀚瑞投资MTN002,101.1,1.74,-6.0,1.74,0.7
21中信保诚人寿,100.66,5.096,0.1,5.096,0.7
24招商局MTN001,100.49,1.74,1.0,1.7357,0.7
26金家岭MTN001,100.41,1.99,-2.0,1.99,0.7
25电网MTN048(科创债),100.58,1.921,-0.17,1.9215,0.7
21交银人寿02,100.86,4.6611,0.88,4.6611,0.7
19湖南债01,105.5,1.4409,,1.4409,0.7
21建设银行二级04,108.7,2.8412,-0.58,2.8453,0.7
25北京债81,100.21,1.683,-0.2,1.6785,0.7
24河南29,101.93,1.505,-2.0,1.5019,0.7
24淮南矿MTN004,100.38,1.78,-1.0,1.78,0.7
26河北债15,99.0,2.5075,-0.74,2.5046,0.7
16贵州交通MTN001,100.37,1.74,,1.74,0.7
25闽冶金SCP002,100.0,1.5807,3.15,1.5717,0.7
25鲁高速MTN010A,100.23,1.81,-1.0,1.81,0.7
24汇金MTN009,100.01,1.895,1.64,1.8879,0.7
25宁沪高MTN004,100.12,1.78,-1.76,1.78,0.7
24山西建投MTN002B,101.63,,,,0.7
23山东债16,105.34,1.5755,-0.33,1.5755,0.7
25国电MTN001,100.02,1.76,1.0,1.76,0.7
25金融资本MTN001,99.87,2.0,2.0,2.0,0.7
25农业银行三农债01,100.16,1.65,1.0,1.7157,0.68
24长寿投资MTN001,103.7,2.4412,18.63,2.2548,0.68
25云投MTN008,99.75,2.74,22.0,2.7258,0.65
24青岛海创MTN001A,101.01,2.4764,-0.62,2.4764,0.64
25广东债06,95.74,2.3403,,2.341,0.6178
25赣粤SCP004,99.99,1.7006,,1.7006,0.6
26北京债11,100.0,1.82,1.92,1.819,0.6
23晋能煤业MTN006,100.92,1.6701,,1.6701,0.6
24浙江债26,102.18,2.3425,2.75,2.3438,0.6
24农行二级资本债02A,101.38,2.1328,-0.39,2.1327,0.6
26广晟MTN001,100.18,2.02,2.0,2.02,0.6
25电网MTN006,99.75,1.9131,-0.9,1.9199,0.6
24清江浦PPN001,101.31,2.0359,,2.0316,0.6
23中建MTN003,100.56,,,,0.6
24交行二级资本债02A,100.93,2.0567,1.0,2.0578,0.6
26宿迁城投PPN001,100.22,1.9427,-0.78,1.9427,0.6
21威海商行永续债,102.14,,,,0.6
23农行二级资本债01B,108.55,2.7647,-0.62,2.7668,0.6
26山东债20,99.94,2.315,1.0,2.315,0.6
25中铁七局MTN001,101.49,,,,0.6
25重庆物流MTN001B,101.12,2.4464,0.64,2.4438,0.6
22国新控股MTN004(能源保供特别债),101.79,1.7073,-2.27,1.7073,0.6
21许昌投资MTN001,100.26,1.8375,,1.8338,0.6
24中银消费金融债01,100.84,1.64,-2.77,1.64,0.6
26湖北港口MTN001,100.0,,,,0.6
24新矿集团MTN002(科创票据),101.07,2.3885,-0.22,2.3885,0.6
26西安投资MTN001,100.0,2.1397,-0.03,2.1397,0.6
24新世界MTN001,100.99,1.72,,1.72,0.6
21成都农商二级01,101.27,3.9347,-6.13,3.9351,0.6
25平安租赁MTN001(绿色),100.76,1.69,-6.0,1.69,0.6
24南浦口MTN001,101.11,1.68,-5.91,1.68,0.6
23蚌埠国资PPN001,100.5,1.7192,,1.7192,0.6
24延安城投MTN002,105.44,2.2683,-3.9,2.2692,0.6
25洪山城投MTN002,101.0,2.31,3.06,2.3096,0.6
24广发银行永续债01,101.24,,,,0.6
21吉林银行二级,101.71,4.156,1.0,4.156,0.6
24医药城MTN001,101.3,1.922,-2.15,1.9216,0.6
25怀化城投PPN001,102.95,2.65,2.03,2.6329,0.6
25晋能煤业MTN002B(科创票据),99.67,2.29,1.0,2.2907,0.6
24浦发银行债02,100.82,1.58,1.0,1.58,0.6
22鹤壁投资MTN002,100.56,2.7906,1.13,2.7921,0.6
23乌城投MTN001,100.82,1.66,-9.0,1.66,0.6
25河北15,101.53,1.9147,,1.9182,0.6
24潍坊城建MTN005A,100.92,1.86,-6.47,1.8607,0.6
23三门峡MTN002(项目收益),100.36,2.1699,-1.08,2.1699,0.6
25华能新能MTN002,100.16,,,,0.6
24广州发展MTN002,103.34,2.2989,,2.2998,0.6
24豫交投MTN010,100.83,,,,0.6
24海发国资MTN002,102.36,2.11,1.0,2.115,0.6
24大江北MTN001,101.08,1.69,,1.69,0.6
24陕延油MTN009,101.34,,,,0.6
25招商平安MTN001,100.45,,,,0.6
26南京交建MTN003,99.51,1.85,17.0,1.85,0.6
21闽高速MTN005,108.83,2.0,,2.0,0.6
17鄂州管廊债,31.09,1.88,,1.8892,0.6
24杭州国资MTN001,100.18,1.94,-1.0,1.94,0.6
25泰隆商行科创债01,100.02,1.895,-0.5,1.8967,0.6
23惠山国投MTN001,100.55,1.6801,,1.6801,0.6
25中韩人寿资本补充债01,99.63,2.8476,-7.22,2.8476,0.6
22黑龙江债43,106.79,1.7833,,1.7817,0.6
22杭州银行二级资本债01,102.15,2.7845,1.0,2.7831,0.6
25知识城SCP003,100.04,1.6501,-3.14,1.6501,0.6
26厦国贸控MTN002A(并购),100.42,2.15,-5.0,2.1509,0.6
24临沂城投MTN003A,101.55,2.09,,2.0908,0.6
25金隅MTN007,100.26,2.29,-2.0,2.29,0.6
26甘国投SCP001,99.98,1.6801,3.02,1.6801,0.6
22河北银行永续债02,103.66,,,,0.6
25盐城东方SCP004,100.01,1.7103,,1.7103,0.6
25月华一方ABN006优先,100.07,,,,0.6
23重庆地产MTN001A,100.5,2.9236,0.23,2.9236,0.6
25天恒置业MTN001,101.01,,,,0.6
23重庆债35,104.76,1.57,,1.57,0.6
26株洲城建MTN001,99.83,2.02,1.0,2.02,0.6
21攀国投,40.92,2.12,,2.1245,0.6
24冀中能源MTN014B(科创票据),100.54,2.9291,-1.96,2.923,0.6
22华夏银行二级资本债01,102.02,2.7523,-0.44,2.7519,0.6
26广东债10,99.14,2.485,1.0,2.4871,0.6
24恒丰银行二级资本债02,100.83,2.2089,0.32,2.2062,0.6
25江苏33,95.22,2.34,-1.0,2.34,0.6
26中建八局SCP005,100.0,1.5699,-0.01,1.5699,0.6
23信达金融债01,100.94,1.6001,14.01,1.6001,0.6
25渤海化工MTN001(科创票据),101.02,2.13,-5.0,2.1314,0.6
23农发07,102.2,1.62,1.0,1.6167,0.6
24株洲高科MTN005,104.21,2.3,-2.81,2.2992,0.6
22龙投小微债01,100.3,1.87,,1.8719,0.6
26东莞实业SCP001,99.98,1.6699,-1.02,1.6699,0.6
25西咸新发PPN003,101.58,2.7173,-0.55,2.7179,0.6
26镇江产投SCP002,100.0,1.6399,,1.6399,0.6
25中化股MTN002,97.78,2.52,1.5,2.5205,0.6
24兴业金租债01,100.84,1.605,0.5,1.605,0.6
24吴中灵天MTN002,100.74,1.7708,-0.92,1.7708,0.6
24春秋淹城PPN001,100.57,1.903,,1.8965,0.6
21首开PPN003,100.19,3.0274,-15.26,3.0274,0.6
24北部湾银行小微债02,100.93,1.64,-1.0,1.64,0.6
23福建债26,108.53,1.8334,2.84,1.827,0.6
26恒丰银行CD062,99.61,1.535,,1.535,0.6
24平安银行二级资本债01A,101.21,2.159,-0.24,2.159,0.6
24湖州产投PPN002,101.23,2.3088,,2.3088,0.6
23南京银行01,100.46,1.55,-0.83,1.55,0.6
25知识城MTN005,100.8,,,,0.6
24海螺环保GN001,100.14,2.0844,-10.56,2.0844,0.6
24黑龙江债13,101.7,2.3653,,2.3652,0.6
24光大环境MTN003,100.98,1.94,,1.94,0.6
25胶州城投MTN001,101.25,1.9974,-4.36,1.9986,0.6
24江苏19,102.79,1.8725,-0.1,1.8708,0.6
21萧山经开PPN001,101.07,2.3346,-0.27,2.3349,0.6
24建行二级资本债01B,103.46,2.5025,0.33,2.5058,0.6
23中交城投MTN001(可持续挂钩),100.96,1.6855,-1.45,1.6878,0.6
19湖南25,117.56,2.1142,,2.1155,0.6
20湖北债34,102.23,1.24,,1.26,0.6
22陕西债50,104.52,1.495,-1.75,1.495,0.6
21青岛债16,100.88,1.0501,-4.99,1.0501,0.6
21东莞银行二级02,100.41,4.655,4.86,4.655,0.6
26大连债02,99.37,1.8375,-0.25,1.8375,0.6
23上海银行小微债01,100.37,1.5599,134.08,1.5549,0.6
24青岛债44,101.77,1.505,-2.13,1.5032,0.6
24吉林债09,102.02,1.5225,-3.0,1.5201,0.6
24建行亚洲债01BC,100.51,1.7,1.0,1.7,0.6
23粤交投MTN003,102.86,1.785,,1.785,0.6
25中盐MTN001,100.08,1.7652,-0.57,1.7652,0.6
24蚌埠高新MTN001,101.03,1.953,,1.9515,0.6
22工行二级资本债04A,102.12,2.647,-0.09,2.6462,0.6
25上海债35,97.06,2.28,1.0,2.28,0.6
25上海45,99.13,2.3,1.0,2.3017,0.6
26常交通PPN001,99.75,2.03,1.0,2.0291,0.6
23三峡银行小微债,100.84,1.6201,-0.99,1.6201,0.6
25新庐陵MTN002,100.37,1.9,-5.71,1.8941,0.6
24晋能山西MTN001,101.95,,,,0.6
21山东债14,108.94,1.5975,-0.25,1.5975,0.6
22四川债52,107.06,1.7575,-0.48,1.7575,0.6
24恒丰银行二级资本债01,102.81,2.602,1.32,2.602,0.6
24株洲高科MTN003,103.16,2.5289,22.89,2.5295,0.6
24辽宁债02,104.2,1.64,-3.5,1.64,0.6
25中交房产MTN002,99.66,3.58,,3.5808,0.6
25东营国投MTN001(科创票据),100.1,2.2125,,2.2122,0.6
24徐工集团MTN002(科创票据),100.72,1.9,1.0,1.9,0.6
24平安银行永续债01,101.29,,,,0.6
25顺德农商科创债,100.43,1.941,0.1,1.9405,0.6
25中国电力SCP001,100.02,1.5999,-4.01,1.5999,0.6
24枫桥工业MTN001,103.03,2.2,,2.2,0.6
24光大控股MTN002B,101.58,2.13,1.0,2.13,0.6
24津城建MTN015,104.3,2.1285,,2.1285,0.6
21阳光人寿,100.14,5.3556,0.19,5.3556,0.6
17进出03,102.61,1.525,1.25,1.525,0.6
25津城建MTN012,100.66,1.96,-3.0,1.96,0.6
25汇金MTN005,99.87,1.9188,-0.62,1.9194,0.6
23绿城房产MTN001(绿色),100.88,2.43,11.01,2.43,0.6
21宁乡城投MTN003,100.26,1.7,-4.32,1.7,0.6
23香城投资PPN002,100.61,1.7516,-1.05,1.7516,0.6
25桂林银行CD060,98.31,1.5599,,1.5599,0.6
24云南债40,100.29,2.195,,2.1949,0.6
22蜀道投资MTN001,101.41,1.68,16.42,1.6823,0.6
20广东债64,105.51,1.5125,-0.98,1.5125,0.6
23金桥集团MTN001,100.12,1.7123,-45.56,1.7123,0.6
23新海连MTN001,100.65,1.7001,,1.7001,0.6
21湖北债03,109.2,1.575,,1.575,0.6
24北京国资MTN001,102.29,1.82,,1.82,0.6
17农发05,101.92,1.48,1.0,1.48,0.6
24浦发银行二级资本债02A,100.69,2.063,-0.11,2.063,0.6
26民生银行CD053,97.99,2.0591,-0.1,2.0591,0.6
23远东租赁MTN002,100.94,1.6641,-9.59,1.6641,0.59
25中冶MTN008,100.22,,,,0.58
24金开能源GN002(碳中和债),100.59,1.7573,-2.54,1.7941,0.58
24吉利MTN002(科创票据),100.49,,,,0.58
24云能投MTN018,90.92,3.8797,-3.83,3.8903,0.57
23华电江苏MTN003(能源保供特别债),100.52,,,,0.52
25赣粤SCP007,99.98,1.64,,1.64,0.5
25广州地铁MTN005,98.74,2.29,,2.29,0.5
25广西债25,100.97,1.987,,1.987,0.5
