曲线名称,日期,3月,6月,1年,3年,5年,7年,10年,30年
中债国债收益率曲线,2015-03-31,3.2673,3.1724,3.2236,3.3066,3.4625,3.6047,3.6483,4.2281
中债国债收益率曲线,2015-04-01,3.2267,3.1127,3.2186,3.2917,3.4525,3.5475,3.5997,4.1795
中债国债收益率曲线,2015-04-02,3.137,3.1021,3.1743,3.2609,3.4113,3.502,3.5438,4.1245
中债国债收益率曲线,2015-04-03,3.137,3.109,3.1753,3.261,3.4013,3.556,3.572,4.1527
中债国债收益率曲线,2015-04-07,3.153,3.1202,3.1801,3.2764,3.4549,3.5579,3.5987,4.1794
中债国债收益率曲线,2015-04-08,3.119,3.0927,3.1802,3.302,3.4749,3.6486,3.6938,4.2744
中债国债收益率曲线,2015-04-09,3.019,3.0327,3.1202,3.2779,3.4671,3.6547,3.704,4.2938
中债国债收益率曲线,2015-04-10,3.039,3.0327,3.1602,3.2571,3.4695,3.6389,3.6947,4.2938
中债国债收益率曲线,2015-04-13,3.0072,3.0773,3.1602,3.2779,3.467,3.5864,3.6685,4.2938
中债国债收益率曲线,2015-04-14,3.0327,3.0721,3.1302,3.2023,3.4744,3.5624,3.6211,4.2574
中债国债收益率曲线,2015-04-15,3.0501,3.0721,3.1002,3.1827,3.417,3.541,3.5954,4.2317
中债国债收益率曲线,2015-04-16,3.0498,3.0501,3.0729,3.1988,3.4207,3.5329,3.56,4.1963
中债国债收益率曲线,2015-04-17,3.0448,3.03,3.1628,3.2273,3.3977,3.5307,3.5627,4.199
中债国债收益率曲线,2015-04-20,2.955,2.98,3.0872,3.1526,3.3165,3.4094,3.4554,4.0915
中债国债收益率曲线,2015-04-21,2.885,2.9919,3.0092,3.1193,3.2857,3.357,3.4055,4.0979
中债国债收益率曲线,2015-04-22,2.8283,3.0194,3.0152,3.1451,3.2891,3.3776,3.4052,4.0976
中债国债收益率曲线,2015-04-23,2.8199,2.9728,2.9713,3.2109,3.2936,3.4118,3.4151,4.0976
中债国债收益率曲线,2015-04-24,2.8199,2.9731,2.9276,3.2255,3.3075,3.42,3.4454,4.1845
中债国债收益率曲线,2015-04-27,2.6971,2.9206,2.8663,3.1722,3.274,3.3712,3.3952,4.1845
中债国债收益率曲线,2015-04-28,2.7071,2.8996,2.8266,3.1735,3.2623,3.3512,3.3804,4.1697
中债国债收益率曲线,2015-04-29,2.7071,2.9343,2.8267,3.1664,3.2581,3.3617,3.4,4.1715
中债国债收益率曲线,2015-04-30,2.7044,2.7856,2.694,3.1561,3.2533,3.3503,3.3503,4.1218
中债国债收益率曲线,2015-05-04,2.6244,2.7659,2.7296,3.1421,3.2656,3.3516,3.3804,4.1519
中债国债收益率曲线,2015-05-05,2.6531,2.7903,2.7278,3.1496,3.2599,3.3623,3.4006,4.1719
中债国债收益率曲线,2015-05-06,2.5531,2.708,2.708,3.1516,3.2788,3.4324,3.456,4.2196
中债国债收益率曲线,2015-05-07,2.5419,2.7402,2.6912,3.1273,3.2828,3.44,3.4401,4.2098
中债国债收益率曲线,2015-05-08,2.5146,2.704,2.6821,3.0917,3.2484,3.4002,3.3703,4.14
中债国债收益率曲线,2015-05-11,2.4198,2.6513,2.6562,3.0523,3.217,3.41,3.3752,4.1449
中债国债收益率曲线,2015-05-12,2.3427,2.6036,2.5691,2.9941,3.1677,3.41,3.4002,4.1601
中债国债收益率曲线,2015-05-13,2.1927,2.4769,2.4501,2.9361,3.0637,3.3914,3.4002,4.1601
中债国债收益率曲线,2015-05-14,2.0701,2.385,2.3557,2.8524,2.9869,3.3672,3.3803,4.1406
中债国债收益率曲线,2015-05-15,2.0574,2.3229,2.344,2.7681,3.0508,3.3559,3.3907,4.1354
中债国债收益率曲线,2015-05-18,2.0129,2.3148,2.374,2.8204,3.082,3.3586,3.4109,4.1366
中债国债收益率曲线,2015-05-19,2.0447,2.3148,2.4574,2.8995,3.1007,3.3746,3.4311,4.1342
中债国债收益率曲线,2015-05-20,2.0598,2.2448,2.4391,2.8494,3.1197,3.3918,3.4282,4.1372
中债国债收益率曲线,2015-05-21,2.0998,2.3411,2.4373,2.8446,3.1151,3.3874,3.4257,4.1251
中债国债收益率曲线,2015-05-22,2.0622,2.3161,2.3822,2.8293,3.1538,3.3723,3.416,4.0751
中债国债收益率曲线,2015-05-25,2.1122,2.2017,2.2462,2.8389,3.1707,3.3874,3.431,4.0251
中债国债收益率曲线,2015-05-26,1.9901,2.0757,2.0338,2.895,3.1997,3.4597,3.5214,4.0023
中债国债收益率曲线,2015-05-27,1.9167,1.9877,1.8707,2.8766,3.1597,3.485,3.5055,4.039
中债国债收益率曲线,2015-05-28,1.9913,2.0463,1.9369,2.9029,3.3171,3.5874,3.5652,4.006
中债国债收益率曲线,2015-05-29,2.0038,2.1527,1.9387,2.9196,3.2924,3.5831,3.5954,4.019
中债国债收益率曲线,2015-06-01,2.0238,2.0627,1.9947,2.924,3.3434,3.6243,3.6404,4.0321
中债国债收益率曲线,2015-06-02,2.0036,2.0478,1.9651,2.8957,3.2809,3.566,3.588,4.0321
中债国债收益率曲线,2015-06-03,1.9531,1.9525,1.9356,2.8868,3.2647,3.562,3.6111,4.0221
中债国债收益率曲线,2015-06-04,1.9132,1.9151,1.8813,2.8782,3.2512,3.5419,3.5912,4.0021
中债国债收益率曲线,2015-06-05,1.9409,1.9012,1.8763,2.8672,3.2418,3.5273,3.5814,3.9922
中债国债收益率曲线,2015-06-08,1.8605,1.8833,1.8576,2.8603,3.2459,3.5116,3.5613,4.006
中债国债收益率曲线,2015-06-09,1.9005,1.8609,1.7786,2.8572,3.2453,3.5014,3.5565,4.0145
中债国债收益率曲线,2015-06-10,1.8131,1.8274,1.7097,2.88,3.2527,3.5181,3.5912,4.0495
中债国债收益率曲线,2015-06-11,1.7831,1.8074,1.7103,2.9023,3.2733,3.5462,3.6197,4.0779
中债国债收益率曲线,2015-06-12,1.7431,1.7963,1.687,2.9018,3.2518,3.5404,3.6226,4.0778
中债国债收益率曲线,2015-06-15,1.7742,1.7563,1.6482,2.9282,3.2833,3.5769,3.6681,4.1234
中债国债收益率曲线,2015-06-16,1.7667,1.7908,1.6407,2.9342,3.2756,3.5394,3.6099,4.0652
中债国债收益率曲线,2015-06-17,1.7996,1.8508,1.689,2.9468,3.2737,3.5296,3.6052,4.0526
中债国债收益率曲线,2015-06-18,1.8022,1.8611,1.7044,2.8998,3.2044,3.4926,3.573,4.0201
中债国债收益率曲线,2015-06-19,1.8492,1.8228,1.7494,2.8662,3.1853,3.5115,3.5825,4.0296
中债国债收益率曲线,2015-06-23,1.8354,1.8485,1.7159,2.857,3.1923,3.528,3.6054,4.0525
中债国债收益率曲线,2015-06-24,1.8275,1.8121,1.7165,2.8687,3.2127,3.5318,3.6079,4.055
中债国债收益率曲线,2015-06-25,1.8151,1.8556,1.7128,2.8699,3.2129,3.5317,3.6028,4.0488
中债国债收益率曲线,2015-06-26,1.8151,1.8485,1.7628,2.8662,3.2134,3.5322,3.608,4.054
中债国债收益率曲线,2015-06-29,1.7912,1.8657,1.7528,2.8859,3.2278,3.5307,3.603,4.0491
中债国债收益率曲线,2015-06-30,1.9197,1.8659,1.7378,2.8973,3.2084,3.5338,3.5976,4.0478
中债国债收益率曲线,2015-07-01,1.9684,1.8573,1.7378,2.8917,3.1678,3.5464,3.6127,4.0628
中债国债收益率曲线,2015-07-02,1.9883,1.8773,1.7745,2.8785,3.1822,3.5639,3.6223,4.0636
中债国债收益率曲线,2015-07-03,1.9641,1.8874,1.774,2.8843,3.1587,3.5252,3.5719,4.0752
中债国债收益率曲线,2015-07-06,1.9327,1.8489,1.7455,2.8328,3.1125,3.4527,3.4917,3.9952
中债国债收益率曲线,2015-07-07,1.9161,1.9283,1.9155,2.8252,3.1321,3.4151,3.4361,3.9396
中债国债收益率曲线,2015-07-08,1.9634,2.0537,2.2655,2.8402,3.1249,3.4481,3.4307,3.9344
中债国债收益率曲线,2015-07-09,2.0827,2.2014,2.2655,2.8148,3.1061,3.4399,3.4358,3.9394
中债国债收益率曲线,2015-07-10,2.2668,2.2867,2.3555,2.8226,3.1226,3.4698,3.4885,3.9919
中债国债收益率曲线,2015-07-13,2.3095,2.2398,2.4455,2.8391,3.1448,3.4741,3.5014,3.9708
中债国债收益率曲线,2015-07-14,2.3603,2.384,2.4486,2.8475,3.1711,3.5016,3.5341,3.9769
中债国债收益率曲线,2015-07-15,2.3352,2.4038,2.4368,2.8486,3.1715,3.5098,3.5495,3.9769
中债国债收益率曲线,2015-07-16,2.3767,2.4039,2.4471,2.8485,3.1569,3.4962,3.5208,3.9566
中债国债收益率曲线,2015-07-17,2.3894,2.4315,2.4501,2.8487,3.1563,3.4706,3.5123,3.9364
中债国债收益率曲线,2015-07-20,2.3387,2.4238,2.4583,2.8503,3.1573,3.4623,3.5009,3.9479
中债国债收益率曲线,2015-07-21,2.3273,2.4064,2.4417,2.8201,3.1765,3.4773,3.5214,3.9684
中债国债收益率曲线,2015-07-22,2.2183,2.394,2.4071,2.8485,3.1586,3.4825,3.5145,3.9615
中债国债收益率曲线,2015-07-23,2.1183,2.3538,2.3335,2.8373,3.1658,3.4284,3.4751,3.9593
中债国债收益率曲线,2015-07-24,2.1189,2.2701,2.336,2.8378,3.1576,3.3986,3.4602,3.9231
中债国债收益率曲线,2015-07-27,2.0589,2.2475,2.3113,2.8309,3.1596,3.4093,3.4602,3.9231
中债国债收益率曲线,2015-07-28,2.1022,2.2482,2.2617,2.8654,3.1501,3.4078,3.4401,3.9031
中债国债收益率曲线,2015-07-29,2.1522,2.1964,2.2388,2.8202,3.1553,3.3938,3.4302,3.8931
中债国债收益率曲线,2015-07-30,2.181,2.2423,2.2318,2.8682,3.1617,3.3945,3.4402,3.9031
中债国债收益率曲线,2015-07-31,2.212,2.2373,2.253,2.8712,3.1798,3.4468,3.4752,3.9381
中债国债收益率曲线,2015-08-03,2.2003,2.2314,2.3038,2.8888,3.2048,3.4613,3.47,3.9329
中债国债收益率曲线,2015-08-04,2.1743,2.2774,2.3254,2.8777,3.1981,3.4613,3.47,3.9453
中债国债收益率曲线,2015-08-05,2.1469,2.2633,2.2428,2.8852,3.203,3.4614,3.4701,3.9491
中债国债收益率曲线,2015-08-06,2.1665,2.2261,2.2073,2.8867,3.1646,3.4599,3.46,3.9391
中债国债收益率曲线,2015-08-07,2.0865,2.2014,2.1753,2.8891,3.1633,3.4204,3.4553,3.9342
中债国债收益率曲线,2015-08-10,2.1567,2.164,2.1843,2.8876,3.1799,3.4224,3.4755,3.9544
中债国债收益率曲线,2015-08-11,2.2377,2.2011,2.2433,2.9594,3.2516,3.504,3.5256,3.9625
中债国债收益率曲线,2015-08-12,2.2191,2.2373,2.3181,2.9635,3.2661,3.5191,3.5402,3.9771
中债国债收益率曲线,2015-08-13,2.2484,2.269,2.2883,2.9397,3.2649,3.4856,3.5153,3.9522
中债国债收益率曲线,2015-08-14,2.2023,2.2449,2.3273,2.9117,3.2558,3.4883,3.5052,3.9421
中债国债收益率曲线,2015-08-17,2.2509,2.2579,2.2466,2.9324,3.2521,3.5033,3.5176,3.9546
中债国债收益率曲线,2015-08-18,2.2395,2.2596,2.2621,2.9249,3.2623,3.5104,3.5126,3.9498
中债国债收益率曲线,2015-08-19,2.2509,2.2651,2.2571,2.9263,3.2705,3.5119,3.5201,3.9573
中债国债收益率曲线,2015-08-20,2.2996,2.2695,2.2608,2.9211,3.2723,3.5199,3.5051,3.9751
中债国债收益率曲线,2015-08-21,2.2524,2.2521,2.2608,2.9132,3.2463,3.5048,3.4951,3.9651
中债国债收益率曲线,2015-08-24,2.2111,2.247,2.2807,2.9325,3.2399,3.4898,3.4701,3.9402
中债国债收益率曲线,2015-08-25,2.2337,2.2469,2.28,2.9376,3.202,3.4788,3.4577,3.9278
中债国债收益率曲线,2015-08-26,2.2537,2.2598,2.2657,2.9234,3.1924,3.4548,3.429,3.9112
中债国债收益率曲线,2015-08-27,2.2737,2.281,2.2661,2.9256,3.1689,3.3999,3.3902,3.8724
中债国债收益率曲线,2015-08-28,2.2495,2.2628,2.2735,2.9202,3.1634,3.3762,3.3803,3.8625
中债国债收益率曲线,2015-08-31,2.2608,2.3,2.2519,2.9311,3.1345,3.33,3.3252,3.8074
中债国债收益率曲线,2015-09-01,2.2549,2.2829,2.2628,2.9348,3.1178,3.3149,3.3002,3.8014
中债国债收益率曲线,2015-09-02,2.2434,2.2497,2.2586,2.9493,3.1428,3.3149,3.3002,3.8014
中债国债收益率曲线,2015-09-06,2.1862,2.2766,2.254,2.9405,3.1459,3.3249,3.3203,3.8214
中债国债收益率曲线,2015-09-07,2.2133,2.2916,2.2643,2.9659,3.1924,3.3499,3.3353,3.8517
中债国债收益率曲线,2015-09-08,2.2482,2.3008,2.2737,2.9774,3.1763,3.3564,3.3603,3.831
中债国债收益率曲线,2015-09-09,2.2068,2.3059,2.2543,2.9902,3.1843,3.3457,3.3478,3.8185
中债国债收益率曲线,2015-09-10,2.2078,2.2996,2.2546,2.9938,3.1901,3.3549,3.3453,3.816
中债国债收益率曲线,2015-09-11,2.2194,2.3266,2.2543,2.9765,3.1918,3.34,3.3404,3.8111
中债国债收益率曲线,2015-09-14,2.1707,2.2957,2.2862,2.9708,3.1718,3.3448,3.3303,3.801
中债国债收益率曲线,2015-09-15,2.1769,2.2728,2.3261,2.9683,3.1562,3.3149,3.3104,3.782
中债国债收益率曲线,2015-09-16,2.1671,2.2597,2.333,2.9681,3.1413,3.3248,3.3103,3.812
中债国债收益率曲线,2015-09-17,2.197,2.2507,2.3062,2.9822,3.1666,3.32,3.3204,3.797
中债国债收益率曲线,2015-09-18,2.227,2.3196,2.3292,2.9739,3.1467,3.3297,3.3105,3.7828
中债国债收益率曲线,2015-09-21,2.2646,2.3295,2.3271,2.9905,3.1419,3.3249,3.3204,3.8178
中债国债收益率曲线,2015-09-22,2.2492,2.3039,2.3078,2.9815,3.1548,3.3299,3.3255,3.8488
中债国债收益率曲线,2015-09-23,2.2525,2.3095,2.3086,3.0098,3.1507,3.3399,3.3354,3.8612
中债国债收益率曲线,2015-09-24,2.2641,2.3193,2.2893,2.9981,3.132,3.3271,3.318,3.8715
中债国债收益率曲线,2015-09-25,2.2533,2.3423,2.3626,2.9772,3.1226,3.3248,3.3101,3.8769
中债国债收益率曲线,2015-09-28,2.242,2.3294,2.4032,2.9605,3.0929,3.3048,3.2906,3.8574
中债国债收益率曲线,2015-09-29,2.1939,2.3193,2.389,2.9483,3.0574,3.2696,3.2457,3.8804
中债国债收益率曲线,2015-09-30,2.2139,2.3299,2.3919,2.9183,3.0529,3.2598,3.2362,3.8709
中债国债收益率曲线,2015-10-08,2.1806,2.3177,2.4031,2.9041,3.0433,3.2474,3.2409,3.8756
中债国债收益率曲线,2015-10-09,2.2259,2.2916,2.4091,2.8535,2.9739,3.1794,3.1486,3.8256
中债国债收益率曲线,2015-10-10,2.2348,2.2826,2.4116,2.8389,2.9538,3.1539,3.1612,3.8381
中债国债收益率曲线,2015-10-12,2.2553,2.3199,2.4269,2.8497,2.9641,3.1598,3.1488,3.8581
中债国债收益率曲线,2015-10-13,2.2753,2.3393,2.4186,2.8297,2.9237,3.1246,3.1064,3.872
中债国债收益率曲线,2015-10-14,2.3474,2.3395,2.4084,2.8037,2.8729,3.0548,3.0414,3.8125
中债国债收益率曲线,2015-10-15,2.3395,2.3249,2.419,2.7751,2.9059,3.1143,3.0814,3.8155
中债国债收益率曲线,2015-10-16,2.3425,2.4023,2.432,2.8315,2.966,3.1446,3.1216,3.8557
中债国债收益率曲线,2015-10-19,2.3513,2.3547,2.4286,2.8122,2.9676,3.1372,3.1214,3.8057
中债国债收益率曲线,2015-10-20,2.358,2.3548,2.4255,2.792,2.9058,3.0796,3.0615,3.7612
中债国债收益率曲线,2015-10-21,2.3516,2.355,2.4273,2.7872,2.9087,3.0698,3.0616,3.7613
中债国债收益率曲线,2015-10-22,2.3537,2.3722,2.4234,2.7827,2.8962,3.0744,3.0516,3.7613
中债国债收益率曲线,2015-10-23,2.3516,2.3636,2.4454,2.7778,2.8865,3.0598,3.04,3.7817
中债国债收益率曲线,2015-10-26,2.3708,2.3764,2.4237,2.7533,2.8562,3.0156,3.02,3.7618
中债国债收益率曲线,2015-10-27,2.388,2.3547,2.3748,2.7139,2.8112,2.9772,2.98,3.7218
中债国债收益率曲线,2015-10-28,2.3628,2.328,2.3698,2.7247,2.8215,2.9949,2.987,3.7288
中债国债收益率曲线,2015-10-29,2.3414,2.3655,2.3683,2.7158,2.8915,3.0501,3.05,3.7487
中债国债收益率曲线,2015-10-30,2.3564,2.3866,2.3513,2.7381,2.9112,3.0573,3.06,3.7587
中债国债收益率曲线,2015-11-02,2.3254,2.3774,2.4032,2.7159,2.9032,3.055,3.0525,3.7512
中债国债收益率曲线,2015-11-03,2.3388,2.3847,2.4284,2.7414,2.9284,3.08,3.08,3.7792
中债国债收益率曲线,2015-11-04,2.3516,2.4039,2.4312,2.7809,2.9734,3.1163,3.1351,3.8343
中债国债收益率曲线,2015-11-05,2.3216,2.3845,2.4342,2.7618,2.9657,3.14,3.115,3.8143
中债国债收益率曲线,2015-11-06,2.3649,2.3955,2.463,2.7781,2.9647,3.1349,3.125,3.7909
中债国债收益率曲线,2015-11-09,2.4834,2.4628,2.5389,2.8381,3.0479,3.2499,3.2099,3.8758
中债国债收益率曲线,2015-11-10,2.5145,2.4575,2.555,2.8431,3.0523,3.1973,3.2001,3.8659
中债国债收益率曲线,2015-11-11,2.4567,2.458,2.5616,2.8405,3.0195,3.1424,3.1226,3.8159
中债国债收益率曲线,2015-11-12,2.5204,2.4457,2.5499,2.8196,3.0058,3.14,3.1351,3.8284
中债国债收益率曲线,2015-11-13,2.5204,2.4494,2.5589,2.8329,2.9836,3.135,3.1251,3.8184
中债国债收益率曲线,2015-11-16,2.5469,2.4607,2.6041,2.8314,2.9792,3.1307,3.1352,3.8284
中债国债收益率曲线,2015-11-17,2.5224,2.4628,2.5911,2.8379,2.9948,3.1366,3.1252,3.8183
中债国债收益率曲线,2015-11-18,2.5222,2.5164,2.5907,2.8375,3.0119,3.1599,3.1402,3.8333
中债国债收益率曲线,2015-11-19,2.5093,2.514,2.5948,2.8638,3.0021,3.1798,3.1402,3.8333
中债国债收益率曲线,2015-11-20,2.5043,2.5495,2.5764,2.8573,2.9786,3.1648,3.1251,3.8415
中债国债收益率曲线,2015-11-23,2.5252,2.5493,2.5849,2.8636,2.9892,3.1649,3.1302,3.8466
中债国债收益率曲线,2015-11-24,2.5307,2.5468,2.5676,2.8455,2.9638,3.1399,3.1077,3.8241
中债国债收益率曲线,2015-11-25,2.5211,2.5497,2.5802,2.86,2.941,3.1298,3.0853,3.8017
中债国债收益率曲线,2015-11-26,2.4969,2.5305,2.5639,2.8513,2.909,3.0899,3.0503,3.8273
中债国债收益率曲线,2015-11-27,2.5169,2.5504,2.5738,2.8336,2.9005,3.0799,3.0603,3.8373
中债国债收益率曲线,2015-11-30,2.5701,2.5706,2.5754,2.8277,2.8843,3.0475,3.0404,3.8173
中债国债收益率曲线,2015-12-01,2.5743,2.5829,2.5754,2.7925,2.8884,3.05,3.0504,3.8273
中债国债收益率曲线,2015-12-02,2.5499,2.5523,2.5656,2.7885,2.9003,3.0649,3.0454,3.8223
中债国债收益率曲线,2015-12-03,2.5627,2.5671,2.5506,2.7152,2.8656,3.0449,3.0304,3.8073
中债国债收益率曲线,2015-12-04,2.5033,2.5221,2.5351,2.7071,2.8661,3.0251,3.0254,3.8038
中债国债收益率曲线,2015-12-07,2.5098,2.5029,2.5201,2.7242,2.8651,3.0399,3.028,3.8064
中债国债收益率曲线,2015-12-08,2.4713,2.4739,2.4911,2.7099,2.8393,3.0199,3.0005,3.7789
中债国债收益率曲线,2015-12-09,2.4516,2.471,2.4866,2.7106,2.8226,3.005,2.9968,3.7752
中债国债收益率曲线,2015-12-10,2.4411,2.4528,2.4841,2.7115,2.8277,3.0025,3.0018,3.7802
中债国债收益率曲线,2015-12-11,2.3967,2.4029,2.4644,2.706,2.8178,2.9907,2.9931,3.7715
中债国债收益率曲线,2015-12-14,2.4019,2.4365,2.4523,2.7333,2.8434,3.03,3.0306,3.809
中债国债收益率曲线,2015-12-15,2.4038,2.4044,2.4474,2.7387,2.8263,3.015,3.0157,3.7941
中债国债收益率曲线,2015-12-16,2.3988,2.3998,2.4028,2.7292,2.82,2.9907,3.0007,3.7791
中债国债收益率曲线,2015-12-17,2.3821,2.3981,2.3907,2.6961,2.7667,2.99,2.9857,3.7643
中债国债收益率曲线,2015-12-18,2.3661,2.3746,2.3647,2.666,2.7344,2.95,2.9408,3.735
中债国债收益率曲线,2015-12-21,2.3332,2.3494,2.3601,2.5836,2.6996,2.8653,2.8811,3.7052
中债国债收益率曲线,2015-12-22,2.3301,2.3519,2.3204,2.5761,2.6629,2.8529,2.861,3.6852
中债国债收益率曲线,2015-12-23,2.3505,2.3606,2.3332,2.5722,2.6794,2.8415,2.846,3.6702
中债国债收益率曲线,2015-12-24,2.3302,2.3387,2.3135,2.5603,2.663,2.805,2.801,3.6252
中债国债收益率曲线,2015-12-25,2.3061,2.3056,2.2946,2.5694,2.6565,2.8102,2.8061,3.6303
中债国债收益率曲线,2015-12-28,2.3015,2.3137,2.3076,2.5413,2.6585,2.805,2.7961,3.6203
中债国债收益率曲线,2015-12-29,2.3015,2.3079,2.3076,2.5153,2.66,2.81,2.8061,3.6303
中债国债收益率曲线,2015-12-30,2.2656,2.261,2.2979,2.5395,2.7014,2.8399,2.8261,3.6172
中债国债收益率曲线,2015-12-31,2.2507,2.2581,2.2979,2.5466,2.7014,2.8361,2.8212,3.6123
中债国债收益率曲线,2016-01-04,2.3002,2.3166,2.3479,2.5697,2.7488,2.8701,2.871,3.6246
中债国债收益率曲线,2016-01-05,2.3,2.307,2.368,2.6173,2.7871,2.8999,2.8911,3.6446
中债国债收益率曲线,2016-01-06,2.3296,2.3299,2.369,2.6322,2.7598,2.8817,2.8861,3.6155
中债国债收益率曲线,2016-01-07,2.3473,2.3412,2.37,2.611,2.7538,2.8599,2.8511,3.5718
中债国债收益率曲线,2016-01-08,2.3219,2.3132,2.3634,2.5906,2.7347,2.8402,2.8362,3.5537
中债国债收益率曲线,2016-01-11,2.3099,2.3132,2.3511,2.5792,2.693,2.8249,2.8187,3.5362
中债国债收益率曲线,2016-01-12,2.3081,2.2994,2.3054,2.5618,2.662,2.8048,2.7887,3.4859
中债国债收益率曲线,2016-01-13,2.2773,2.2706,2.2804,2.5192,2.6005,2.7497,2.7237,3.4234
中债国债收益率曲线,2016-01-14,2.2589,2.2496,2.2793,2.5199,2.6084,2.7796,2.7513,3.4509
中债国债收益率曲线,2016-01-15,2.2292,2.229,2.2782,2.5601,2.628,2.7773,2.7464,3.4467
中债国债收益率曲线,2016-01-18,2.2491,2.2493,2.2618,2.565,2.6431,2.8094,2.7764,3.4766
中债国债收益率曲线,2016-01-19,2.2502,2.2573,2.2724,2.577,2.6643,2.8392,2.7964,3.4966
中债国债收益率曲线,2016-01-20,2.3959,2.3191,2.3105,2.6063,2.6934,2.8542,2.8114,3.5116
中债国债收益率曲线,2016-01-21,2.3266,2.3191,2.3006,2.5995,2.6714,2.8293,2.7914,3.4917
中债国债收益率曲线,2016-01-22,2.2591,2.3064,2.306,2.5647,2.6657,2.8144,2.7741,3.4744
中债国债收益率曲线,2016-01-25,2.28,2.2824,2.3109,2.6301,2.7514,2.8796,2.859,3.5594
中债国债收益率曲线,2016-01-26,2.2499,2.2445,2.311,2.6228,2.7633,2.8796,2.8616,3.5519
中债国债收益率曲线,2016-01-27,2.2913,2.3039,2.3519,2.6209,2.7994,2.9196,2.9016,3.5919
中债国债收益率曲线,2016-01-28,2.2871,2.3066,2.3608,2.624,2.7814,2.8973,2.8866,3.5839
中债国债收益率曲线,2016-01-29,2.2276,2.3024,2.3214,2.6149,2.7492,2.8695,2.8419,3.5391
中债国债收益率曲线,2016-02-01,2.2305,2.2928,2.3109,2.5813,2.7257,2.8546,2.8368,3.5339
中债国债收益率曲线,2016-02-02,2.2406,2.2797,2.3208,2.5976,2.7495,2.9044,2.8818,3.5789
中债国债收益率曲线,2016-02-03,2.219,2.2877,2.316,2.6041,2.7508,2.9138,2.8918,3.589
中债国债收益率曲线,2016-02-04,2.2505,2.2964,2.316,2.5715,2.7312,2.8893,2.855,3.5282
中债国债收益率曲线,2016-02-05,2.2271,2.277,2.3259,2.5637,2.7279,2.8989,2.8535,3.5267
中债国债收益率曲线,2016-02-06,2.2271,2.2686,2.3268,2.5675,2.7393,2.898,2.8535,3.5267
中债国债收益率曲线,2016-02-14,2.256,2.2805,2.3018,2.578,2.684,2.848,2.8221,3.4953
中债国债收益率曲线,2016-02-15,2.251,2.2741,2.3192,2.5774,2.6797,2.8641,2.8371,3.5103
中债国债收益率曲线,2016-02-16,2.2551,2.2794,2.3452,2.5659,2.7089,2.8789,2.8376,3.5108
中债国债收益率曲线,2016-02-17,2.2324,2.2546,2.2817,2.5732,2.7144,2.8788,2.8351,3.5021
中债国债收益率曲线,2016-02-18,2.2371,2.25,2.2718,2.5634,2.7053,2.874,2.8351,3.5021
中债国债收益率曲线,2016-02-19,2.1541,2.1592,2.251,2.567,2.7001,2.8665,2.8251,3.4937
中债国债收益率曲线,2016-02-22,2.0626,2.2067,2.2678,2.5507,2.6687,2.8741,2.8426,3.4951
中债国债收益率曲线,2016-02-23,2.1082,2.1571,2.2622,2.5679,2.6579,2.8693,2.8451,3.4976
中债国债收益率曲线,2016-02-24,2.1034,2.1475,2.2638,2.5175,2.6498,2.87,2.8676,3.5201
中债国债收益率曲线,2016-02-25,2.1178,2.1721,2.2834,2.5319,2.6651,2.8796,2.8651,3.5457
中债国债收益率曲线,2016-02-26,2.0511,2.2022,2.2764,2.5283,2.6499,2.8794,2.8551,3.5257
中债国债收益率曲线,2016-02-29,2.1012,2.203,2.2576,2.537,2.6454,2.867,2.8502,3.5088
中债国债收益率曲线,2016-03-01,2.1141,2.1931,2.2086,2.5295,2.6202,2.8598,2.8527,3.4903
中债国债收益率曲线,2016-03-02,2.0806,2.1702,2.2093,2.5058,2.6217,2.8715,2.8752,3.4775
中债国债收益率曲线,2016-03-03,2.0513,2.1617,2.2132,2.5118,2.6376,2.893,2.9002,3.4724
中债国债收益率曲线,2016-03-04,2.0166,2.1118,2.1742,2.5076,2.6277,2.8829,2.8952,3.4679
中债国债收益率曲线,2016-03-07,2.0365,2.1108,2.1902,2.5172,2.6494,2.9126,2.9303,3.503
中债国债收益率曲线,2016-03-08,2.0074,2.1155,2.187,2.5247,2.6602,2.9246,2.9352,3.5018
中债国债收益率曲线,2016-03-09,1.9781,2.1111,2.1864,2.5048,2.6244,2.8839,2.8928,3.4618
