曲线名称,日期,3月,6月,1年,3年,5年,7年,10年,30年
中债国债收益率曲线,2014-04-09,3.0047,3.1128,3.2659,3.9873,4.1941,4.3801,4.4771,5.043
中债国债收益率曲线,2014-04-10,3.0593,3.1916,3.3147,4.042,4.1913,4.3611,4.4571,5.023
中债国债收益率曲线,2014-04-11,3.1243,3.2416,3.5647,4.0213,4.1673,4.3502,4.4521,5.018
中债国债收益率曲线,2014-04-14,3.0849,3.2036,3.5574,4.0231,4.1587,4.3152,4.4248,4.9907
中债国债收益率曲线,2014-04-15,3.0549,3.2212,3.5374,4.025,4.1606,4.3101,4.4001,4.966
中债国债收益率曲线,2014-04-16,3.0327,3.223,3.5174,4.026,4.1454,4.3003,4.3601,4.9259
中债国债收益率曲线,2014-04-17,2.8704,3.0959,3.4003,3.942,4.0624,4.2251,4.2749,4.8407
中债国债收益率曲线,2014-04-18,2.9404,3.2212,3.5003,3.921,4.0821,4.2253,4.2997,4.8656
中债国债收益率曲线,2014-04-21,2.9704,3.1599,3.6059,3.9246,4.0843,4.2404,4.2997,4.8656
中债国债收益率曲线,2014-04-22,3.0204,3.16,3.5786,3.9254,4.067,4.2404,4.2997,4.8656
中债国债收益率曲线,2014-04-23,3.0604,3.2641,3.581,3.9458,4.0614,4.2504,4.3297,4.8956
中债国债收益率曲线,2014-04-24,3.0914,3.2866,3.6141,3.9686,4.0314,4.2407,4.3394,4.9053
中债国债收益率曲线,2014-04-25,3.1404,3.3678,3.5944,3.9362,4.0209,4.2557,4.3294,4.8953
中债国债收益率曲线,2014-04-28,3.1246,3.3445,3.5957,3.9462,4.0068,4.2508,4.3301,4.8953
中债国债收益率曲线,2014-04-29,3.1264,3.3471,3.5808,3.9589,4.0053,4.2508,4.3202,4.8854
中债国债收益率曲线,2014-04-30,3.0979,3.3596,3.5774,3.9541,4.0353,4.2408,4.3002,4.8654
中债国债收益率曲线,2014-05-04,3.0979,3.3355,3.5562,3.9435,4.0806,4.2408,4.2902,4.8554
中债国债收益率曲线,2014-05-05,3.1179,3.3378,3.5613,3.9611,4.0956,4.2361,4.3002,4.8534
中债国债收益率曲线,2014-05-06,3.105,3.3251,3.5509,3.977,4.0758,4.2109,4.2803,4.8435
中债国债收益率曲线,2014-05-07,3.1081,3.3179,3.5267,3.9765,4.0657,4.2059,4.2803,4.8435
中债国债收益率曲线,2014-05-08,3.0942,3.3421,3.497,3.9304,4.0307,4.1509,4.2303,4.7935
中债国债收益率曲线,2014-05-09,3.0442,3.3416,3.4687,3.9039,3.991,4.0548,4.1205,4.6837
中债国债收益率曲线,2014-05-12,2.9942,3.348,3.4974,3.9291,3.991,4.0698,4.1205,4.6837
中债国债收益率曲线,2014-05-13,2.9512,3.3626,3.5024,3.933,3.9997,4.084,4.1505,4.7037
中债国债收益率曲线,2014-05-14,3.0012,3.4019,3.5132,3.9464,4.0424,4.084,4.1704,4.7245
中债国债收益率曲线,2014-05-15,3.0312,3.4031,3.5126,3.9564,4.0322,4.1152,4.1915,4.7444
中债国债收益率曲线,2014-05-16,3.0429,3.4137,3.5139,3.9664,4.0424,4.1259,4.1919,4.7446
中债国债收益率曲线,2014-05-19,3.0629,3.3837,3.4882,3.9474,4.0472,4.1054,4.1708,4.7246
中债国债收益率曲线,2014-05-20,3.0937,3.4107,3.5036,3.9644,4.0427,4.1056,4.177,4.7296
中债国债收益率曲线,2014-05-21,3.0937,3.2495,3.5037,3.9599,4.0425,4.1056,4.177,4.7296
中债国债收益率曲线,2014-05-22,3.0937,3.1913,3.4682,3.9419,4.0212,4.1058,4.177,4.7296
中债国债收益率曲线,2014-05-23,3.0576,3.1529,3.4584,3.945,4.011,4.0948,4.1574,4.6296
中债国债收益率曲线,2014-05-26,3.0576,3.1726,3.4562,3.946,4.0011,4.0996,4.1674,4.6135
中债国债收益率曲线,2014-05-27,3.024,3.1752,3.3587,3.9258,4.0018,4.0962,4.1574,4.6035
中债国债收益率曲线,2014-05-28,2.999,3.1552,3.3732,3.8899,3.9618,4.0684,4.1457,4.6035
中债国债收益率曲线,2014-05-29,2.969,3.1152,3.3589,3.8846,3.9459,4.0375,4.1159,4.6172
中债国债收益率曲线,2014-05-30,2.919,3.099,3.3589,3.8622,3.9339,4.0072,4.0714,4.5728
中债国债收益率曲线,2014-06-03,2.8737,3.0791,3.3139,3.7859,3.8628,3.9821,4.0214,4.5228
中债国债收益率曲线,2014-06-04,2.8737,3.058,3.2339,3.7451,3.8542,3.9376,4.0114,4.5228
中债国债收益率曲线,2014-06-05,2.8237,3.008,3.1739,3.7545,3.8648,3.9846,4.0314,4.5432
中债国债收益率曲线,2014-06-06,2.8737,3.0247,3.1939,3.7643,3.8854,3.9799,4.0614,4.5732
中债国债收益率曲线,2014-06-09,2.9137,3.0171,3.1739,3.7543,3.8863,3.9803,4.0714,4.5832
中债国债收益率曲线,2014-06-10,2.9137,2.9824,3.1489,3.7341,3.8452,3.9605,4.0614,4.5735
中债国债收益率曲线,2014-06-11,2.9137,3.033,3.2489,3.7242,3.8295,3.9623,4.0614,4.5735
中债国债收益率曲线,2014-06-12,2.8937,3.0116,3.3289,3.7153,3.8363,3.9624,4.064,4.5735
中债国债收益率曲线,2014-06-13,2.9136,3.0458,3.3489,3.7475,3.867,3.9862,4.084,4.5935
中债国债收益率曲线,2014-06-16,2.9136,3.0458,3.3298,3.7072,3.8429,3.965,4.064,4.5735
中债国债收益率曲线,2014-06-17,2.9636,3.0958,3.3498,3.7372,3.8359,3.9648,4.054,4.5735
中债国债收益率曲线,2014-06-18,3.0298,3.1535,3.3898,3.7522,3.8459,3.9697,4.054,4.5735
中债国债收益率曲线,2014-06-19,3.1298,3.2035,3.4123,3.731,3.8491,3.9819,4.0408,4.5603
中债国债收益率曲线,2014-06-20,3.2113,3.2135,3.4039,3.7264,3.8364,3.9599,4.0515,4.5653
中债国债收益率曲线,2014-06-23,3.2513,3.2513,3.3788,3.7376,3.8517,3.9586,4.0515,4.5653
中债国债收益率曲线,2014-06-24,3.2162,3.2163,3.3805,3.7379,3.831,3.9608,4.0515,4.5653
中债国债收益率曲线,2014-06-25,3.2462,3.2463,3.3901,3.7313,3.8261,3.961,4.0557,4.5753
中债国债收益率曲线,2014-06-26,3.1962,3.2063,3.3615,3.7355,3.8362,3.973,4.0472,4.567
中债国债收益率曲线,2014-06-27,3.1802,3.1963,3.364,3.7408,3.8368,3.9795,4.0485,4.5684
中债国债收益率曲线,2014-06-30,3.1555,3.1771,3.3814,3.7822,3.844,3.9856,4.0612,4.5811
中债国债收益率曲线,2014-07-01,3.1716,3.1871,3.405,3.8068,3.8528,4.0213,4.0812,4.6011
中债国债收益率曲线,2014-07-02,3.1816,3.2071,3.4561,3.8562,3.903,4.0777,4.1212,4.6411
中债国债收益率曲线,2014-07-03,3.2016,3.2271,3.4656,3.8873,3.9327,4.0937,4.1503,4.6702
中债国债收益率曲线,2014-07-04,3.2095,3.2271,3.4506,3.9007,3.954,4.0916,4.1747,4.6946
中债国债收益率曲线,2014-07-07,3.1595,3.1783,3.4441,3.8669,3.941,4.0703,4.1212,4.6411
中债国债收益率曲线,2014-07-08,3.1097,3.1772,3.4326,3.8527,3.954,4.0845,4.1162,4.6361
中债国债收益率曲线,2014-07-09,3.1183,3.2272,3.4839,3.8556,3.9477,4.0829,4.1276,4.6461
中债国债收益率曲线,2014-07-10,3.1683,3.2172,3.5115,3.858,3.9529,4.0918,4.1298,4.6483
中债国债收益率曲线,2014-07-11,3.1783,3.2172,3.5115,3.8631,3.9578,4.0811,4.1198,4.6383
中债国债收益率曲线,2014-07-14,3.1683,3.2472,3.5196,3.8821,3.9623,4.09,4.1298,4.6383
中债国债收益率曲线,2014-07-15,3.2263,3.2972,3.5893,3.8822,3.9786,4.1304,4.1571,4.6656
中债国债收益率曲线,2014-07-16,3.2883,3.3672,3.7277,3.9301,4.0154,4.1714,4.2171,4.7256
中债国债收益率曲线,2014-07-17,3.2892,3.409,3.7771,3.9695,4.0667,4.2215,4.267,4.7758
中债国债收益率曲线,2014-07-18,3.3792,3.4769,3.8653,3.9768,4.0767,4.2281,4.3019,4.8108
中债国债收益率曲线,2014-07-21,3.405,3.499,3.8088,3.9196,4.055,4.2238,4.3017,4.8107
中债国债收益率曲线,2014-07-22,3.425,3.4798,3.7799,3.9344,4.055,4.1929,4.2717,4.7807
中债国债收益率曲线,2014-07-23,3.455,3.5098,3.7794,3.919,4.0292,4.2053,4.2967,4.7807
中债国债收益率曲线,2014-07-24,3.455,3.5098,3.7369,3.9112,4.0347,4.2055,4.2967,4.7807
中债国债收益率曲线,2014-07-25,3.495,3.6098,3.7238,3.8954,4.0202,4.1929,4.2711,4.7562
中债国债收益率曲线,2014-07-28,3.495,3.6098,3.7274,3.8954,4.0157,4.192,4.2713,4.7564
中债国债收益率曲线,2014-07-29,3.565,3.7098,3.7576,3.9181,4.0244,4.1921,4.2805,4.7656
中债国债收益率曲线,2014-07-30,3.5832,3.7448,3.7576,3.9337,4.0285,4.2025,4.2905,4.7656
中债国债收益率曲线,2014-07-31,3.5832,3.7248,3.738,3.9286,4.0014,4.1778,4.2655,4.7656
中债国债收益率曲线,2014-08-01,3.6132,3.7548,3.7231,3.9323,3.9957,4.1672,4.2569,4.7656
中债国债收益率曲线,2014-08-04,3.6029,3.7306,3.7131,3.9228,3.9859,4.1583,4.253,4.7617
中债国债收益率曲线,2014-08-05,3.5752,3.7306,3.7165,3.9216,3.9759,4.1693,4.2576,4.7687
中债国债收益率曲线,2014-08-06,3.5252,3.7037,3.7112,3.9227,3.9821,4.1693,4.2463,4.7707
中债国债收益率曲线,2014-08-07,3.5252,3.7337,3.7014,3.9352,3.9771,4.185,4.2563,4.7806
中债国债收益率曲线,2014-08-08,3.5281,3.7637,3.703,3.907,3.9807,4.1854,4.2712,4.7952
中债国债收益率曲线,2014-08-11,3.5134,3.7637,3.728,3.928,3.9809,4.1893,4.2815,4.7852
中债国债收益率曲线,2014-08-12,3.4782,3.7637,3.748,3.9491,3.9724,4.2107,4.2815,4.7852
中债国债收益率曲线,2014-08-13,3.5011,3.7637,3.7924,3.9336,3.9655,4.1899,4.255,4.7705
中债国债收益率曲线,2014-08-14,3.4609,3.7374,3.7766,3.897,3.9369,4.1445,4.21,4.7609
中债国债收益率曲线,2014-08-15,3.5109,3.7374,3.7443,3.9147,3.9625,4.1411,4.2002,4.7512
中债国债收益率曲线,2014-08-18,3.5109,3.7524,3.7474,3.9274,3.9465,4.1632,4.2153,4.7611
中债国债收益率曲线,2014-08-19,3.4909,3.7381,3.7434,3.9432,3.9939,4.1821,4.2422,4.7611
中债国债收益率曲线,2014-08-20,3.5003,3.7432,3.7834,3.9551,4.013,4.192,4.2523,4.7611
中债国债收益率曲线,2014-08-21,3.5303,3.7432,3.8049,3.9378,4.0059,4.1822,4.2512,4.7609
中债国债收益率曲线,2014-08-22,3.5503,3.8432,3.8121,3.9406,4.0055,4.1824,4.256,4.7657
中债国债收益率曲线,2014-08-25,3.5803,3.8432,3.8148,3.9471,4.0157,4.1773,4.2524,4.761
中债国债收益率曲线,2014-08-26,3.5603,3.8222,3.8276,3.9734,4.017,4.1716,4.2462,4.761
中债国债收益率曲线,2014-08-27,3.5103,3.8222,3.807,3.9373,3.9991,4.1359,4.231,4.7511
中债国债收益率曲线,2014-08-28,3.5403,3.8422,3.7973,3.9387,3.9778,4.1427,4.2254,4.7511
中债国债收益率曲线,2014-08-29,3.5117,3.8722,3.8103,3.9555,3.9709,4.1542,4.2361,4.761
中债国债收益率曲线,2014-09-01,3.4881,3.8291,3.8041,3.9533,3.9725,4.1656,4.2405,4.7652
中债国债收益率曲线,2014-09-02,3.5181,3.8202,3.7937,3.9497,3.9728,4.1608,4.249,4.7732
中债国债收益率曲线,2014-09-03,3.5481,3.7664,3.8193,3.9616,3.9892,4.1867,4.264,4.7882
中债国债收益率曲线,2014-09-04,3.5322,3.7519,3.8022,3.9664,3.9825,4.1875,4.2814,4.8056
中债国债收益率曲线,2014-09-05,3.5122,3.7319,3.7808,3.9644,3.9829,4.2013,4.2928,4.8056
中债国债收益率曲线,2014-09-09,3.5119,3.7219,3.7948,3.976,3.9835,4.2066,4.2868,4.7996
中债国债收益率曲线,2014-09-10,3.5504,3.7719,3.7904,4.0137,4.031,4.2105,4.2934,4.7996
中债国债收益率曲线,2014-09-11,3.5604,3.7619,3.8059,4.0168,4.0399,4.2173,4.2937,4.7996
中债国债收益率曲线,2014-09-12,3.5839,3.815,3.8225,4.0112,4.0267,4.21,4.2793,4.7824
中债国债收益率曲线,2014-09-15,3.5939,3.865,3.8024,3.9912,4.0021,4.1907,4.2597,4.7616
中债国债收益率曲线,2014-09-16,3.6033,3.905,3.8284,3.9996,4.0178,4.2009,4.2634,4.7667
中债国债收益率曲线,2014-09-17,3.5433,3.8116,3.7924,3.9702,3.9921,4.1552,4.2008,4.7166
中债国债收益率曲线,2014-09-18,3.5633,3.8229,3.7675,3.9006,3.9544,4.0802,4.1438,4.6866
中债国债收益率曲线,2014-09-19,3.5633,3.8129,3.7733,3.8412,3.9052,4.01,4.031,4.6166
中债国债收益率曲线,2014-09-22,3.5633,3.8038,3.7929,3.8304,3.918,3.9801,4.011,4.5866
中债国债收益率曲线,2014-09-23,3.5912,3.8038,3.7637,3.8302,3.9,3.9826,3.9911,4.5866
中债国债收益率曲线,2014-09-24,3.6412,3.7829,3.7819,3.871,3.9363,4.0189,4.0425,4.6366
中债国债收益率曲线,2014-09-25,3.6412,3.7606,3.7521,3.8613,3.9226,3.9918,4.0025,4.6033
中债国债收益率曲线,2014-09-26,3.6612,3.7984,3.7462,3.8617,3.9228,3.9918,4.0092,4.6133
中债国债收益率曲线,2014-09-28,3.6712,3.8084,3.7401,3.8456,3.9328,3.9949,4.0227,4.6233
中债国债收益率曲线,2014-09-29,3.6712,3.8084,3.7511,3.8256,3.9204,3.955,3.9925,4.6133
中债国债收益率曲线,2014-09-30,3.6612,3.7984,3.7401,3.8121,3.9098,3.9398,3.9824,4.6133
中债国债收益率曲线,2014-10-08,3.686,3.7884,3.7408,3.8206,3.9098,3.9628,3.993,4.6234
中债国债收益率曲线,2014-10-09,3.6892,3.7684,3.7409,3.8205,3.9146,3.9914,4.0014,4.6335
中债国债收益率曲线,2014-10-10,3.7021,3.7693,3.7358,3.8182,3.9148,3.9888,4.0131,4.6452
中债国债收益率曲线,2014-10-11,3.6918,3.7421,3.7262,3.8059,3.8894,3.984,3.9965,4.6452
中债国债收益率曲线,2014-10-13,3.6939,3.7384,3.721,3.7809,3.8814,3.9676,3.9953,4.6452
中债国债收益率曲线,2014-10-14,3.5939,3.6747,3.6716,3.7013,3.7689,3.8608,3.9015,4.5514
中债国债收益率曲线,2014-10-15,3.5659,3.6002,3.6355,3.6413,3.7153,3.8066,3.8215,4.4714
中债国债收益率曲线,2014-10-16,3.5859,3.6002,3.5672,3.6111,3.6903,3.7955,3.8116,4.4614
中债国债收益率曲线,2014-10-17,3.5488,3.5802,3.5385,3.6002,3.6139,3.7835,3.811,4.461
中债国债收益率曲线,2014-10-20,3.5356,3.5502,3.501,3.5316,3.5879,3.7148,3.7441,4.394
中债国债收益率曲线,2014-10-21,3.4956,3.4975,3.4849,3.5114,3.5524,3.7121,3.7323,4.3822
中债国债收益率曲线,2014-10-22,3.4468,3.4564,3.4851,3.5317,3.5539,3.7692,3.7929,4.4427
中债国债收益率曲线,2014-10-23,3.4527,3.4587,3.4764,3.5328,3.5662,3.7824,3.8108,4.4427
中债国债收益率曲线,2014-10-24,3.4142,3.4153,3.4966,3.512,3.5768,3.769,3.8013,4.3033
中债国债收益率曲线,2014-10-27,3.4833,3.4853,3.4516,3.5248,3.5868,3.7542,3.7756,4.2782
中债国债收益率曲线,2014-10-28,3.4542,3.4366,3.4163,3.4954,3.5519,3.7286,3.7424,4.2449
中债国债收益率曲线,2014-10-29,3.4043,3.3766,3.4024,3.4545,3.55,3.7007,3.7176,4.2199
中债国债收益率曲线,2014-10-30,3.4043,3.3606,3.381,3.4558,3.5571,3.7265,3.7688,4.2676
中债国债收益率曲线,2014-10-31,3.3819,3.3543,3.3555,3.4376,3.5571,3.7309,3.7559,4.2552
中债国债收益率曲线,2014-11-03,3.3504,3.3043,3.2953,3.3772,3.5101,3.6717,3.7007,4.1997
中债国债收益率曲线,2014-11-04,3.302,3.27,3.2426,3.3277,3.4895,3.6016,3.6412,4.1402
中债国债收益率曲线,2014-11-05,3.252,3.25,3.2463,3.317,3.4563,3.5618,3.6117,4.1107
中债国债收益率曲线,2014-11-06,3.252,3.2386,3.2329,3.3335,3.4664,3.5644,3.6223,4.1213
中债国债收益率曲线,2014-11-07,3.267,3.2647,3.1972,3.2791,3.4017,3.5,3.5631,4.0621
中债国债收益率曲线,2014-11-10,3.2443,3.2364,3.18,3.2428,3.3518,3.4421,3.5132,4.0122
中债国债收益率曲线,2014-11-11,3.2175,3.2302,3.1555,3.227,3.3217,3.4326,3.4981,3.9971
中债国债收益率曲线,2014-11-12,3.157,3.2085,3.1515,3.2308,3.3728,3.5033,3.556,4.0551
中债国债收益率曲线,2014-11-13,3.137,3.1693,3.1517,3.274,3.4229,3.5328,3.5924,4.0913
中债国债收益率曲线,2014-11-14,3.1786,3.1997,3.1544,3.2945,3.4638,3.5989,3.6466,4.1452
中债国债收益率曲线,2014-11-17,3.1986,3.2,3.1692,3.3416,3.4937,3.6335,3.6609,4.1595
中债国债收益率曲线,2014-11-18,3.1986,3.1801,3.1522,3.3204,3.4637,3.5649,3.607,4.1057
中债国债收益率曲线,2014-11-19,3.2086,3.2105,3.1522,3.3576,3.4318,3.5807,3.6154,4.114
中债国债收益率曲线,2014-11-20,3.234,3.2254,3.2121,3.3688,3.4833,3.6088,3.6521,4.1501
中债国债收益率曲线,2014-11-21,3.2671,3.3001,3.2686,3.3831,3.5141,3.6235,3.6514,4.1494
中债国债收益率曲线,2014-11-24,3.158,3.1521,3.1325,3.2846,3.3727,3.4428,3.4767,3.9747
中债国债收益率曲线,2014-11-25,3.1197,3.1141,3.0041,3.2845,3.3802,3.4954,3.5216,4.0196
中债国债收益率曲线,2014-11-26,3.1197,3.0741,3.0302,3.2725,3.4002,3.477,3.5228,4.0208
中债国债收益率曲线,2014-11-27,3.057,3.0399,3.0302,3.2868,3.4139,3.4616,3.5243,4.0222
中债国债收益率曲线,2014-11-28,3.1082,3.0511,3.0347,3.2913,3.4036,3.4521,3.5249,4.0228
中债国债收益率曲线,2014-12-01,3.1095,3.0329,3.0243,3.2689,3.3946,3.4497,3.5145,4.0123
中债国债收益率曲线,2014-12-02,3.1295,3.0583,3.0443,3.2873,3.4655,3.4908,3.5553,4.0525
中债国债收益率曲线,2014-12-03,3.1295,3.0676,3.0643,3.3355,3.5372,3.5754,3.6238,4.121
中债国债收益率曲线,2014-12-04,3.1296,3.067,3.0557,3.3833,3.5729,3.6517,3.6633,4.1605
中债国债收益率曲线,2014-12-05,3.1896,3.1833,3.1431,3.4337,3.6549,3.7628,3.7759,4.2731
中债国债收益率曲线,2014-12-08,3.2196,3.2215,3.1983,3.4731,3.7104,3.7667,3.7918,4.289
中债国债收益率曲线,2014-12-09,3.3696,3.3497,3.3669,3.525,3.7094,3.7499,3.7532,4.251
中债国债收益率曲线,2014-12-10,3.3002,3.3324,3.3769,3.4363,3.6101,3.7023,3.7111,4.2089
中债国债收益率曲线,2014-12-11,3.2693,3.25,3.3609,3.4355,3.6682,3.725,3.7282,4.226
中债国债收益率曲线,2014-12-12,3.3101,3.2597,3.3326,3.4412,3.6658,3.7371,3.7513,4.2491
中债国债收益率曲线,2014-12-15,3.3203,3.3175,3.3309,3.4603,3.6808,3.763,3.7815,4.279
中债国债收益率曲线,2014-12-16,3.3114,3.3017,3.3283,3.4171,3.6546,3.7229,3.7522,4.2497
中债国债收益率曲线,2014-12-17,3.4214,3.4021,3.4383,3.4469,3.611,3.6953,3.7377,4.2355
中债国债收益率曲线,2014-12-18,3.5816,3.4202,3.4999,3.4612,3.6102,3.6958,3.7614,4.2591
中债国债收益率曲线,2014-12-19,3.5416,3.4202,3.525,3.4807,3.5875,3.6548,3.7106,4.2091
中债国债收益率曲线,2014-12-22,3.5037,3.3863,3.495,3.4557,3.5909,3.6676,3.703,4.2015
中债国债收益率曲线,2014-12-23,3.4615,3.3907,3.4801,3.4129,3.575,3.6069,3.6604,4.1589
中债国债收益率曲线,2014-12-24,3.4358,3.3607,3.4005,3.4048,3.5027,3.5698,3.5975,4.096
中债国债收益率曲线,2014-12-25,3.3862,3.3015,3.3418,3.37,3.5259,3.5625,3.6305,4.129
中债国债收益率曲线,2014-12-26,3.4162,3.2767,3.3189,3.4178,3.5357,3.5515,3.6339,4.1324
中债国债收益率曲线,2014-12-29,3.3803,3.2508,3.273,3.3683,3.5308,3.5621,3.6213,4.1198
中债国债收益率曲线,2014-12-30,3.3753,3.2313,3.2486,3.3653,3.5222,3.5947,3.6213,4.1198
中债国债收益率曲线,2014-12-31,3.3322,3.207,3.2586,3.3631,3.5126,3.6055,3.6219,4.1204
中债国债收益率曲线,2015-01-04,3.3351,3.2039,3.2537,3.3759,3.5221,3.5931,3.6285,4.127
中债国债收益率曲线,2015-01-05,3.3551,3.2338,3.2314,3.3783,3.522,3.5955,3.6251,4.1236
中债国债收益率曲线,2015-01-06,3.3722,3.202,3.2189,3.3589,3.5238,3.596,3.6353,4.1338
中债国债收益率曲线,2015-01-07,3.3722,3.1822,3.1767,3.3255,3.5001,3.5876,3.6408,4.1393
中债国债收益率曲线,2015-01-08,3.3734,3.2022,3.189,3.3146,3.5199,3.5799,3.6415,4.14
中债国债收益率曲线,2015-01-09,3.3534,3.2054,3.1787,3.3337,3.5212,3.5915,3.6348,4.1333
中债国债收益率曲线,2015-01-12,3.3634,3.2117,3.2146,3.3025,3.5217,3.5746,3.6371,4.1456
中债国债收益率曲线,2015-01-13,3.3433,3.2123,3.2014,3.2681,3.4551,3.5301,3.5836,4.0921
中债国债收益率曲线,2015-01-14,3.3433,3.218,3.2012,3.246,3.4379,3.4925,3.5411,4.0497
中债国债收益率曲线,2015-01-15,3.2933,3.2248,3.2059,3.2267,3.4575,3.4957,3.5464,4.0697
中债国债收益率曲线,2015-01-16,3.208,3.1601,3.2029,3.2248,3.4011,3.439,3.5017,4.025
中债国债收益率曲线,2015-01-19,3.1906,3.1801,3.1887,3.2254,3.4013,3.4385,3.475,3.9983
中债国债收益率曲线,2015-01-20,3.2206,3.1776,3.1812,3.2166,3.399,3.4277,3.4711,3.9944
中债国债收益率曲线,2015-01-21,3.2006,3.2028,3.1752,3.2161,3.382,3.4132,3.4672,3.9905
中债国债收益率曲线,2015-01-22,3.1606,3.1533,3.1652,3.2055,3.3651,3.3986,3.4521,3.9753
中债国债收益率曲线,2015-01-23,3.1706,3.1454,3.1606,3.196,3.3513,3.4002,3.452,3.9752
中债国债收益率曲线,2015-01-26,3.1428,3.128,3.1427,3.1534,3.3272,3.3645,3.4341,3.9573
中债国债收益率曲线,2015-01-27,3.1428,3.1097,3.0817,3.1701,3.322,3.3979,3.4309,3.9541
中债国债收益率曲线,2015-01-28,3.1147,3.1217,3.0955,3.1794,3.3806,3.4275,3.4767,3.9674
中债国债收益率曲线,2015-01-29,3.1547,3.1028,3.098,3.1927,3.4086,3.4502,3.4966,3.9874
中债国债收益率曲线,2015-01-30,3.1847,3.1428,3.0963,3.2198,3.4117,3.4402,3.5019,3.9926
中债国债收益率曲线,2015-02-02,3.1947,3.1368,3.0832,3.2044,3.3753,3.4036,3.4729,3.9636
中债国债收益率曲线,2015-02-03,3.2347,3.1567,3.0907,3.2033,3.3787,3.3901,3.4533,3.9439
中债国债收益率曲线,2015-02-04,3.1699,3.1542,3.0906,3.1788,3.3697,3.3851,3.4589,3.9495
中债国债收益率曲线,2015-02-05,3.1513,3.0543,3.0804,3.098,3.3384,3.368,3.4018,3.8924
中债国债收益率曲线,2015-02-06,3.1513,3.0286,3.0912,3.1377,3.3498,3.3843,3.4325,3.9225
中债国债收益率曲线,2015-02-09,3.1228,3.0586,3.0856,3.1536,3.328,3.358,3.4236,3.9136
中债国债收益率曲线,2015-02-10,3.1516,3.1162,3.0932,3.1443,3.3277,3.3453,3.4299,3.9199
中债国债收益率曲线,2015-02-11,3.1516,3.0786,3.0928,3.1308,3.2856,3.2982,3.3955,3.8855
中债国债收益率曲线,2015-02-12,3.1388,3.0789,3.0872,3.1145,3.2509,3.2718,3.3865,3.8855
中债国债收益率曲线,2015-02-13,3.1088,3.0815,3.0859,3.0872,3.2167,3.2613,3.3552,3.9055
中债国债收益率曲线,2015-02-15,3.1135,3.052,3.0656,3.0733,3.2118,3.2413,3.3625,3.9128
中债国债收益率曲线,2015-02-16,3.0756,3.0182,3.0801,3.0588,3.1967,3.2206,3.3374,3.8877
中债国债收益率曲线,2015-02-17,3.0756,3.0182,3.0624,3.0948,3.1974,3.2314,3.3373,3.8877
中债国债收益率曲线,2015-02-25,3.0656,3.0014,3.0353,3.0764,3.1821,3.1983,3.349,3.8993
中债国债收益率曲线,2015-02-26,3.0491,2.9858,3.0353,3.0762,3.1934,3.2258,3.3594,3.9052
中债国债收益率曲线,2015-02-27,3.0691,3.0531,3.0438,3.1142,3.2128,3.2412,3.3745,3.9203
中债国债收益率曲线,2015-02-28,3.0991,3.0731,3.0396,3.1311,3.2164,3.2257,3.3602,3.906
中债国债收益率曲线,2015-03-02,3.0811,3.0231,3.0488,3.1428,3.233,3.2745,3.3883,3.9341
中债国债收益率曲线,2015-03-03,3.0511,3.0233,3.0341,3.1364,3.2541,3.3022,3.4022,3.948
中债国债收益率曲线,2015-03-04,3.0811,3.0229,3.0291,3.1524,3.2406,3.2926,3.3869,3.9327
中债国债收益率曲线,2015-03-05,3.0811,3.0624,3.0518,3.1961,3.2882,3.3427,3.4369,3.9827
中债国债收益率曲线,2015-03-06,3.1061,3.0911,3.0576,3.2515,3.3015,3.3425,3.4753,4.0211
中债国债收益率曲线,2015-03-09,3.191,3.1325,3.0787,3.2563,3.3327,3.3962,3.4922,4.038
中债国债收益率曲线,2015-03-10,3.1942,3.1288,3.0812,3.2711,3.3269,3.3624,3.5228,4.0686
中债国债收益率曲线,2015-03-11,3.1763,3.123,3.0615,3.2085,3.2969,3.3161,3.4466,3.9924
中债国债收益率曲线,2015-03-12,3.1469,3.1182,3.0495,3.2016,3.2825,3.2961,3.4412,3.987
中债国债收益率曲线,2015-03-13,3.1676,3.1261,3.0944,3.226,3.3305,3.3411,3.4879,4.0337
中债国债收益率曲线,2015-03-16,3.1496,3.1198,3.0944,3.2356,3.3397,3.383,3.5301,4.0759
中债国债收益率曲线,2015-03-17,3.1496,3.1224,3.1142,3.2207,3.3201,3.3902,3.5428,4.0886
中债国债收益率曲线,2015-03-18,3.1303,3.1282,3.1042,3.2332,3.3404,3.4101,3.5519,4.0977
中债国债收益率曲线,2015-03-19,3.1192,3.1429,3.0992,3.2267,3.3357,3.4051,3.5348,4.1277
中债国债收益率曲线,2015-03-20,3.1192,3.1327,3.102,3.2157,3.2943,3.371,3.4958,4.1059
中债国债收益率曲线,2015-03-23,3.1424,3.133,3.1032,3.2458,3.3029,3.3976,3.4933,4.1034
中债国债收益率曲线,2015-03-24,3.1374,3.1063,3.1031,3.2487,3.3086,3.4079,3.4841,4.114
中债国债收益率曲线,2015-03-25,3.1574,3.1285,3.1183,3.2367,3.3254,3.4066,3.5037,4.1336
中债国债收益率曲线,2015-03-26,3.2063,3.1942,3.1483,3.2376,3.3799,3.4934,3.544,4.1739
中债国债收益率曲线,2015-03-27,3.2736,3.1685,3.1833,3.2466,3.4271,3.4838,3.5678,4.211
中债国债收益率曲线,2015-03-30,3.2936,3.1656,3.1833,3.2766,3.4526,3.532,3.5849,4.2281
